Held	Helden	N;NFIN	N;DAT;PL	C
beschlagen	beschlaget	V;NFIN	V;SBJV;PRS;2;PL	C
Reiterschwert	Reiterschwert	N;NFIN	N;NOM;SG	C
Volkslehre	Volkslehren	N;NFIN	N;DAT;PL	C
malträtieren	malträtiere	V;NFIN	V;SBJV;PRS;1;SG	C
Staatsanleihe	Staatsanleihe	N;NFIN	N;NOM;SG	C
lohnen	lohnt	V;NFIN	V;IND;PRS;2;PL	C
Feldbett	Feldbett	N;NFIN	N;NOM;SG	C
Trägergas	Trägergas	N;NFIN	N;NOM;SG	C
Stätte	Stätte	N;NFIN	N;NOM;SG	C
changieren	changiere	V;NFIN	V;SBJV;PRS;1;SG	C
Zeitschlitz	Zeitschlitzen	N;NFIN	N;DAT;PL	C
substituieren	substituierest	V;NFIN	V;SBJV;PRS;2;SG	C
beeinflussen	beeinflusst	V;NFIN	V;IND;PRS;2;PL	C
mischen	mischt	V;NFIN	V;IND;PRS;2;PL	C
Steuerbord	Steuerborden	N;NFIN	N;DAT;PL	C
Wucher	Wucher	N;NFIN	N;NOM;SG	C
leisten	leistete	V;NFIN	V;SBJV;PST;1;SG	C
Messias	Messiassen	N;NFIN	N;DAT;PL	C
verzweigen	verzweigst	V;NFIN	V;IND;PRS;2;SG	C
ritzen	ritzten	V;NFIN	V;SBJV;PST;3;PL	C
Abart	Abarten	N;NFIN	N;DAT;PL	C
Rückweg	Rückweg	N;NFIN	N;NOM;SG	C
Ingredienz	Ingredienzen	N;NFIN	N;DAT;PL	C
Leichenschauhaus	Leichenschauhäusern	N;NFIN	N;DAT;PL	C
Silbersulfidbelag	Silbersulfidbelag	N;NFIN	N;NOM;SG	C
Ranzigkeit	Ranzigkeit	N;NFIN	N;NOM;SG	C
Bleigehalt	Bleigehalten	N;NFIN	N;DAT;PL	C
Dilettant	Dilettanten	N;NFIN	N;DAT;PL	C
eggen	eggten	V;NFIN	V;SBJV;PST;3;PL	C
Dudelsack	Dudelsack	N;NFIN	N;NOM;SG	C
Lake	Laken	N;NFIN	N;DAT;PL	C
Schnute	Schnute	N;NFIN	N;NOM;SG	C
Konfitüre	Konfitüre	N;NFIN	N;NOM;SG	C
karikieren	karikierten	V;NFIN	V;SBJV;PST;3;PL	C
Backpflaume	Backpflaumen	N;NFIN	N;DAT;PL	C
Sippe	Sippe	N;NFIN	N;NOM;SG	C
Dünung	Dünungen	N;NFIN	N;DAT;PL	C
bilden	bildest	V;NFIN	V;IND;PRS;2;SG	C
spritzen	spritzet	V;NFIN	V;SBJV;PRS;2;PL	C
Flussbett	Flussbetten	N;NFIN	N;DAT;PL	C
Sog	Sogen	N;NFIN	N;DAT;PL	C
Strahlentierchen	Strahlentierchen	N;NFIN	N;NOM;SG	C
Mähnenwolf	Mähnenwolf	N;NFIN	N;NOM;SG	C
erstürmen	erstürmet	V;NFIN	V;SBJV;PRS;2;PL	C
Wandergeselle	Wandergesellen	N;NFIN	N;DAT;PL	C
Beiblatt	Beiblättern	N;NFIN	N;DAT;PL	C
Selbstversuch	Selbstversuch	N;NFIN	N;NOM;SG	C
Schwermetallion	Schwermetallionen	N;NFIN	N;DAT;PL	C
Äther	Äthern	N;NFIN	N;DAT;PL	C
Weichsel	Weichseln	N;NFIN	N;DAT;PL	C
hallen	halle	V;NFIN	V;SBJV;PRS;1;SG	C
Blockflöte	Blockflöten	N;NFIN	N;DAT;PL	C
prahlen	prahlet	V;NFIN	V;SBJV;PRS;2;PL	C
moppen	moppet	V;NFIN	V;SBJV;PRS;2;PL	C
räuchern	räucheret	V;NFIN	V;SBJV;PRS;2;PL	C
Laubbläser	Laubbläsern	N;NFIN	N;DAT;PL	C
Bilderstürmerei	Bilderstürmereien	N;NFIN	N;DAT;PL	C
verschränken	verschränkest	V;NFIN	V;SBJV;PRS;2;SG	C
malträtieren	malträtiert	V;NFIN	V;IND;PRS;2;PL	C
verbluten	verbluteten	V;NFIN	V;SBJV;PST;3;PL	C
Eisenkraut	Eisenkraut	N;NFIN	N;NOM;SG	C
naschen	naschst	V;NFIN	V;IND;PRS;2;SG	C
Brechnuss	Brechnüssen	N;NFIN	N;DAT;PL	C
dirigieren	dirigiert	V;NFIN	V;IND;PRS;2;PL	C
füsilieren	füsilierten	V;NFIN	V;SBJV;PST;3;PL	C
Rast	Rast	N;NFIN	N;NOM;SG	C
Aktienkurs	Aktienkursen	N;NFIN	N;DAT;PL	C
hintertreiben	hintertreibt	V;NFIN	V;IND;PRS;2;PL	C
Linie	Linie	N;NFIN	N;NOM;SG	C
Suchanfrage	Suchanfragen	N;NFIN	N;DAT;PL	C
Borkenkäfer	Borkenkäfer	N;NFIN	N;DAT;PL	C
verantworten	verantwortet	V;NFIN	V;IND;PRS;2;PL	C
Sprödmetall	Sprödmetall	N;NFIN	N;NOM;SG	C
Meerschweinchen	Meerschweinchen	N;NFIN	N;DAT;PL	C
quantisieren	quantisiere	V;NFIN	V;SBJV;PRS;1;SG	C
Trioxid	Trioxid	N;NFIN	N;NOM;SG	C
Eiland	Eiland	N;NFIN	N;NOM;SG	C
besprechen	besprichst	V;NFIN	V;IND;PRS;2;SG	C
Iberer	Iberer	N;NFIN	N;NOM;SG	C
Ass	Ass	N;NFIN	N;NOM;SG	C
lochen	lochten	V;NFIN	V;SBJV;PST;3;PL	C
Tiefschutz	Tiefschutzen	N;NFIN	N;DAT;PL	C
kämmen	kämmt	V;NFIN	V;IND;PRS;2;PL	C
roden	rodet	V;NFIN	V;SBJV;PRS;2;PL	C
glühen	glühten	V;NFIN	V;SBJV;PST;3;PL	C
Streich	Streichen	N;NFIN	N;DAT;PL	C
scheitern	scheiterst	V;NFIN	V;IND;PRS;2;SG	C
Gasflasche	Gasflaschen	N;NFIN	N;DAT;PL	C
läuten	läutet	V;NFIN	V;IND;PRS;2;PL	C
reimen	reimte	V;NFIN	V;SBJV;PST;1;SG	C
piesacken	piesackest	V;NFIN	V;SBJV;PRS;2;SG	C
geleiten	geleiteten	V;NFIN	V;SBJV;PST;3;PL	C
Firnis	Firnis	N;NFIN	N;NOM;SG	C
betätigen	betätigest	V;NFIN	V;SBJV;PRS;2;SG	C
Tintenklecks	Tintenklecksen	N;NFIN	N;DAT;PL	C
enttäuschen	enttäusche	V;NFIN	V;SBJV;PRS;1;SG	C
Ypecaharalle	Ypecaharallen	N;NFIN	N;DAT;PL	C
Vipernatter	Vipernatter	N;NFIN	N;NOM;SG	C
Forschung	Forschungen	N;NFIN	N;DAT;PL	C
Schneider	Schneidern	N;NFIN	N;DAT;PL	C
verbleiben	verbleibet	V;NFIN	V;SBJV;PRS;2;PL	C
Schickse	Schickse	N;NFIN	N;NOM;SG	C
klettern	kletteret	V;NFIN	V;SBJV;PRS;2;PL	C
fokussieren	fokussieret	V;NFIN	V;SBJV;PRS;2;PL	C
gestatten	gestattest	V;NFIN	V;IND;PRS;2;SG	C
Chlorwasserstoffmolekül	Chlorwasserstoffmolekül	N;NFIN	N;NOM;SG	C
spekulieren	spekuliere	V;NFIN	V;SBJV;PRS;1;SG	C
Alibi	Alibis	N;NFIN	N;DAT;PL	C
tagen	tagten	V;NFIN	V;SBJV;PST;3;PL	C
Agoraphobie	Agoraphobie	N;NFIN	N;NOM;SG	C
enttäuschen	enttäuschet	V;NFIN	V;SBJV;PRS;2;PL	C
Vorstoß	Vorstoß	N;NFIN	N;NOM;SG	C
Silbergeschirr	Silbergeschirr	N;NFIN	N;NOM;SG	C
Schneepflug	Schneepflügen	N;NFIN	N;DAT;PL	C
verseifen	verseifet	V;NFIN	V;SBJV;PRS;2;PL	C
Gauner	Gauner	N;NFIN	N;NOM;SG	C
Streife	Streife	N;NFIN	N;NOM;SG	C
Brettspiel	Brettspielen	N;NFIN	N;DAT;PL	C
Scherz	Scherzen	N;NFIN	N;DAT;PL	C
Tollkirsche	Tollkirsche	N;NFIN	N;NOM;SG	C
Langeweile	Langeweile	N;NFIN	N;NOM;SG	C
Braunralle	Braunrallen	N;NFIN	N;DAT;PL	C
Haarverlust	Haarverlusten	N;NFIN	N;DAT;PL	C
flambieren	flambierest	V;NFIN	V;SBJV;PRS;2;SG	C
Strontiumamalgam	Strontiumamalgamen	N;NFIN	N;DAT;PL	C
Flaschenhals	Flaschenhälsen	N;NFIN	N;DAT;PL	C
Kriegsschauplatz	Kriegsschauplatz	N;NFIN	N;NOM;SG	C
billigen	billigte	V;NFIN	V;SBJV;PST;1;SG	C
Weichlot	Weichloten	N;NFIN	N;DAT;PL	C
Dewargefäß	Dewargefäß	N;NFIN	N;NOM;SG	C
melden	meldet	V;NFIN	V;IND;PRS;2;PL	C
verbaseln	verbasele	V;NFIN	V;SBJV;PRS;1;SG	C
sehnen	sehnet	V;NFIN	V;SBJV;PRS;2;PL	C
Chronist	Chronisten	N;NFIN	N;DAT;PL	C
Komponistin	Komponistin	N;NFIN	N;NOM;SG	C
Einfältigkeit	Einfältigkeit	N;NFIN	N;NOM;SG	C
Ausländer	Ausländern	N;NFIN	N;DAT;PL	C
Dachdeckerin	Dachdeckerinnen	N;NFIN	N;DAT;PL	C
kappen	kappet	V;NFIN	V;SBJV;PRS;2;PL	C
Kochfeld	Kochfeldern	N;NFIN	N;DAT;PL	C
Bedeutung	Bedeutung	N;NFIN	N;NOM;SG	C
Kontrollbox	Kontrollboxen	N;NFIN	N;DAT;PL	C
Pflegling	Pfleglingen	N;NFIN	N;DAT;PL	C
verpuffen	verpuffe	V;NFIN	V;SBJV;PRS;1;SG	C
Rhabarber	Rhabarbern	N;NFIN	N;DAT;PL	C
Abbindebeschleuniger	Abbindebeschleunigern	N;NFIN	N;DAT;PL	C
Hertz	Hertz	N;NFIN	N;DAT;PL	C
Afrikaner	Afrikaner	N;NFIN	N;NOM;SG	C
Abschußring	Abschußring	N;NFIN	N;NOM;SG	C
vertagen	vertagest	V;NFIN	V;SBJV;PRS;2;SG	C
deklarieren	deklarierte	V;NFIN	V;SBJV;PST;1;SG	C
Wiederbelebung	Wiederbelebung	N;NFIN	N;NOM;SG	C
regeln	regelten	V;NFIN	V;SBJV;PST;3;PL	C
Crescendo	Crescendos	N;NFIN	N;DAT;PL	C
entfliehen	entflieht	V;NFIN	V;IND;PRS;2;PL	C
Blicksilber	Blicksilber	N;NFIN	N;NOM;SG	C
verhungern	verhungert	V;NFIN	V;IND;PRS;2;PL	C
verbluten	verblutete	V;NFIN	V;SBJV;PST;1;SG	C
Rundbrief	Rundbriefen	N;NFIN	N;DAT;PL	C
knacken	knackt	V;NFIN	V;IND;PRS;2;PL	C
downloaden	downloadet	V;NFIN	V;IND;PRS;2;PL	C
Adelung	Adelungen	N;NFIN	N;DAT;PL	C
Kohlrübe	Kohlrübe	N;NFIN	N;NOM;SG	C
flambieren	flambierten	V;NFIN	V;SBJV;PST;3;PL	C
Teekessel	Teekessel	N;NFIN	N;NOM;SG	C
knistern	knistert	V;NFIN	V;IND;PRS;2;PL	C
Technikerin	Technikerinnen	N;NFIN	N;DAT;PL	C
Telefonnummer	Telefonnummer	N;NFIN	N;NOM;SG	C
Prozedur	Prozedur	N;NFIN	N;NOM;SG	C
Inkarnation	Inkarnationen	N;NFIN	N;DAT;PL	C
illustrieren	illustriere	V;NFIN	V;SBJV;PRS;1;SG	C
skypen	skypst	V;NFIN	V;IND;PRS;2;SG	C
Telefonverkäufer	Telefonverkäufer	N;NFIN	N;NOM;SG	C
stranden	strandeten	V;NFIN	V;SBJV;PST;3;PL	C
süssen	süsse	V;NFIN	V;SBJV;PRS;1;SG	C
Tiegel	Tiegel	N;NFIN	N;NOM;SG	C
Schwächung	Schwächung	N;NFIN	N;NOM;SG	C
Handbuch	Handbüchern	N;NFIN	N;DAT;PL	C
concessionieren	concessioniert	V;NFIN	V;IND;PRS;2;PL	C
Märtyrer	Märtyrern	N;NFIN	N;DAT;PL	C
Ruß	Ruß	N;NFIN	N;NOM;SG	C
Stilllegung	Stilllegungen	N;NFIN	N;DAT;PL	C
Carbid	Carbiden	N;NFIN	N;DAT;PL	C
zuppen	zuppt	V;NFIN	V;IND;PRS;2;PL	C
konstatieren	konstatiere	V;NFIN	V;SBJV;PRS;1;SG	C
Kavalier	Kavalier	N;NFIN	N;NOM;SG	C
ölen	öle	V;NFIN	V;SBJV;PRS;1;SG	C
sponsern	sponsert	V;NFIN	V;IND;PRS;2;PL	C
Pi	Pi	N;NFIN	N;NOM;SG	C
benachrichtigen	benachrichtiget	V;NFIN	V;SBJV;PRS;2;PL	C
kugeln	kugele	V;NFIN	V;SBJV;PRS;1;SG	C
härten	härte	V;NFIN	V;SBJV;PRS;1;SG	C
Carbid	Carbid	N;NFIN	N;NOM;SG	C
konvertieren	konvertiere	V;NFIN	V;SBJV;PRS;1;SG	C
Einöde	Einöden	N;NFIN	N;DAT;PL	C
hicksen	hicksest	V;NFIN	V;SBJV;PRS;2;SG	C
Schnalle	Schnallen	N;NFIN	N;DAT;PL	C
garen	gare	V;NFIN	V;SBJV;PRS;1;SG	C
lauten	laute	V;NFIN	V;SBJV;PRS;1;SG	C
Alltag	Alltag	N;NFIN	N;NOM;SG	C
tattern	tatteret	V;NFIN	V;SBJV;PRS;2;PL	C
Mobilfunknetz	Mobilfunknetzen	N;NFIN	N;DAT;PL	C
Primärenergie	Primärenergie	N;NFIN	N;NOM;SG	C
Molybdit	Molybdit	N;NFIN	N;NOM;SG	C
Lehrbuch	Lehrbüchern	N;NFIN	N;DAT;PL	C
plissieren	plissiere	V;NFIN	V;SBJV;PRS;1;SG	C
Kaliumdichromat	Kaliumdichromat	N;NFIN	N;NOM;SG	C
raffinieren	raffiniere	V;NFIN	V;SBJV;PRS;1;SG	C
Muster	Muster	N;NFIN	N;NOM;SG	C
Mikrometer	Mikrometern	N;NFIN	N;DAT;PL	C
vermeßen	vermeße	V;NFIN	V;SBJV;PRS;1;SG	C
meutern	meuterest	V;NFIN	V;SBJV;PRS;2;SG	C
prosten	prosteten	V;NFIN	V;SBJV;PST;3;PL	C
Amtsträger	Amtsträger	N;NFIN	N;NOM;SG	C
ermorden	ermordet	V;NFIN	V;IND;PRS;2;PL	C
Ångström	Ångström	N;NFIN	N;NOM;SG	C
Pflicht	Pflicht	N;NFIN	N;NOM;SG	C
Kommode	Kommoden	N;NFIN	N;DAT;PL	C
drillen	drillest	V;NFIN	V;SBJV;PRS;2;SG	C
häufen	häufe	V;NFIN	V;SBJV;PRS;1;SG	C
bündeln	bündelten	V;NFIN	V;SBJV;PST;3;PL	C
prostituieren	prostituieret	V;NFIN	V;SBJV;PRS;2;PL	C
Sekretärin	Sekretärinnen	N;NFIN	N;DAT;PL	C
Gründungsprivileg	Gründungsprivileg	N;NFIN	N;NOM;SG	C
Händedruck	Händedruck	N;NFIN	N;NOM;SG	C
Apotheose	Apotheose	N;NFIN	N;NOM;SG	C
Arbeitsunfähigkeit	Arbeitsunfähigkeit	N;NFIN	N;NOM;SG	C
Charakteristikum	Charakteristikan	N;NFIN	N;DAT;PL	C
Tausch	Tausch	N;NFIN	N;NOM;SG	C
Kupferkies	Kupferkiesen	N;NFIN	N;DAT;PL	C
Blässe	Blässe	N;NFIN	N;NOM;SG	C
föhnen	föhnest	V;NFIN	V;SBJV;PRS;2;SG	C
Europameister	Europameistern	N;NFIN	N;DAT;PL	C
exmatrikulieren	exmatrikulierte	V;NFIN	V;SBJV;PST;1;SG	C
Komponist	Komponisten	N;NFIN	N;DAT;PL	C
hasten	hastete	V;NFIN	V;SBJV;PST;1;SG	C
Darlegung	Darlegung	N;NFIN	N;NOM;SG	C
Assimilation	Assimilationen	N;NFIN	N;DAT;PL	C
Diethylether	Diethylether	N;NFIN	N;NOM;SG	C
vertun	vertäte	V;NFIN	V;SBJV;PST;1;SG	C
Zahnfleischentzündung	Zahnfleischentzündung	N;NFIN	N;NOM;SG	C
zentrieren	zentrierest	V;NFIN	V;SBJV;PRS;2;SG	C
Aderhaut	Aderhäuten	N;NFIN	N;DAT;PL	C
überstehen	überstehst	V;NFIN	V;IND;PRS;2;SG	C
Bilderstürmer	Bilderstürmer	N;NFIN	N;DAT;PL	C
hieven	hievst	V;NFIN	V;IND;PRS;2;SG	C
Dudelsack	Dudelsäcken	N;NFIN	N;DAT;PL	C
impfen	impfst	V;NFIN	V;IND;PRS;2;SG	C
referenzieren	referenzierst	V;NFIN	V;IND;PRS;2;SG	C
haaren	haare	V;NFIN	V;SBJV;PRS;1;SG	C
Schwarzseherin	Schwarzseherin	N;NFIN	N;NOM;SG	C
Deckenzapfen	Deckenzapfen	N;NFIN	N;DAT;PL	C
lockern	lockerst	V;NFIN	V;IND;PRS;2;SG	C
dissentieren	dissentierten	V;NFIN	V;SBJV;PST;3;PL	C
verbaseln	verbaselt	V;NFIN	V;IND;PRS;2;PL	C
überstehen	übersteht	V;NFIN	V;IND;PRS;2;PL	C
kramen	kramten	V;NFIN	V;SBJV;PST;3;PL	C
Treibhausgas	Treibhausgasen	N;NFIN	N;DAT;PL	C
Irrtum	Irrtümern	N;NFIN	N;DAT;PL	C
Ausnahme	Ausnahme	N;NFIN	N;NOM;SG	C
wiederholen	wiederholte	V;NFIN	V;SBJV;PST;1;SG	C
Theologie	Theologie	N;NFIN	N;NOM;SG	C
Deck	Decks	N;NFIN	N;DAT;PL	C
verdunsten	verdunstet	V;NFIN	V;IND;PRS;2;PL	C
Gemurmel	Gemurmel	N;NFIN	N;NOM;SG	C
Einrad	Einrädern	N;NFIN	N;DAT;PL	C
sedimentieren	sedimentieret	V;NFIN	V;SBJV;PRS;2;PL	C
Ärztin	Ärztin	N;NFIN	N;NOM;SG	C
Diamantring	Diamantringen	N;NFIN	N;DAT;PL	C
Oberlandesgericht	Oberlandesgericht	N;NFIN	N;NOM;SG	C
Bonze	Bonzen	N;NFIN	N;DAT;PL	C
deuten	deute	V;NFIN	V;SBJV;PRS;1;SG	C
Pest	Pest	N;NFIN	N;NOM;SG	C
dehydrieren	dehydrierten	V;NFIN	V;SBJV;PST;3;PL	C
Freeganer	Freeganer	N;NFIN	N;NOM;SG	C
verscheißern	verscheißerte	V;NFIN	V;SBJV;PST;1;SG	C
Autoklav	Autoklav	N;NFIN	N;NOM;SG	C
Abkürzungsverzeichnis	Abkürzungsverzeichnis	N;NFIN	N;NOM;SG	C
Beteiligte	Beteiligte	N;NFIN	N;NOM;SG	C
Gässchen	Gässchen	N;NFIN	N;NOM;SG	C
Kissenschlacht	Kissenschlacht	N;NFIN	N;NOM;SG	C
parametrisieren	parametrisierte	V;NFIN	V;SBJV;PST;1;SG	C
Hehler	Hehlern	N;NFIN	N;DAT;PL	C
verbittern	verbitterest	V;NFIN	V;SBJV;PRS;2;SG	C
Europium	Europium	N;NFIN	N;NOM;SG	C
replizieren	replizieret	V;NFIN	V;SBJV;PRS;2;PL	C
Pfahl	Pfählen	N;NFIN	N;DAT;PL	C
erschüttern	erschüttere	V;NFIN	V;SBJV;PRS;1;SG	C
Android	Android	N;NFIN	N;NOM;SG	C
bescheißen	bescheiße	V;NFIN	V;SBJV;PRS;1;SG	C
Atombombe	Atombomben	N;NFIN	N;DAT;PL	C
torpedieren	torpedieret	V;NFIN	V;SBJV;PRS;2;PL	C
Baiser	Baiser	N;NFIN	N;NOM;SG	C
vergiften	vergiftet	V;NFIN	V;SBJV;PRS;2;PL	C
Wirtschaftswissenschaft	Wirtschaftswissenschaft	N;NFIN	N;NOM;SG	C
punkten	punktest	V;NFIN	V;IND;PRS;2;SG	C
Reflexion	Reflexionen	N;NFIN	N;DAT;PL	C
Ausgangssperre	Ausgangssperren	N;NFIN	N;DAT;PL	C
Thioester	Thioester	N;NFIN	N;NOM;SG	C
Barbarei	Barbareien	N;NFIN	N;DAT;PL	C
Freibrief	Freibrief	N;NFIN	N;NOM;SG	C
Ludwigsburger	Ludwigsburger	N;NFIN	N;NOM;SG	C
Bajonett	Bajonetten	N;NFIN	N;DAT;PL	C
Kadavergehorsam	Kadavergehorsam	N;NFIN	N;NOM;SG	C
knittern	knitterte	V;NFIN	V;SBJV;PST;1;SG	C
Gemüseladen	Gemüseläden	N;NFIN	N;DAT;PL	C
Abschiedsbrief	Abschiedsbrief	N;NFIN	N;NOM;SG	C
Buchhalterin	Buchhalterinnen	N;NFIN	N;DAT;PL	C
Briefkopf	Briefköpfen	N;NFIN	N;DAT;PL	C
klicken	klicket	V;NFIN	V;SBJV;PRS;2;PL	C
Recitativ	Recitativen	N;NFIN	N;DAT;PL	C
verbessern	verbesserten	V;NFIN	V;SBJV;PST;3;PL	C
Bevölkerungsdichte	Bevölkerungsdichten	N;NFIN	N;DAT;PL	C
Schnitzeljagd	Schnitzeljagd	N;NFIN	N;NOM;SG	C
harmonieren	harmoniert	V;NFIN	V;IND;PRS;2;PL	C
verschlimmern	verschlimmere	V;NFIN	V;SBJV;PRS;1;SG	C
funzen	funzt	V;NFIN	V;IND;PRS;2;SG	C
Quellfluss	Quellflüssen	N;NFIN	N;DAT;PL	C
zügeln	zügelten	V;NFIN	V;SBJV;PST;3;PL	C
Maximum	Maxima	N;NFIN	N;DAT;PL	C
Gehirnwelle	Gehirnwelle	N;NFIN	N;NOM;SG	C
entmineralisieren	entmineralisierten	V;NFIN	V;SBJV;PST;3;PL	C
Lautschrift	Lautschriften	N;NFIN	N;DAT;PL	C
kicken	kickst	V;NFIN	V;IND;PRS;2;SG	C
Liebchen	Liebchen	N;NFIN	N;DAT;PL	C
Silberdraht	Silberdrähten	N;NFIN	N;DAT;PL	C
Pfarrerin	Pfarrerinnen	N;NFIN	N;DAT;PL	C
Essigsäurechlorid	Essigsäurechloriden	N;NFIN	N;DAT;PL	C
Samarskit	Samarskit	N;NFIN	N;NOM;SG	C
Unterseite	Unterseiten	N;NFIN	N;DAT;PL	C
verstrahlen	verstrahlet	V;NFIN	V;SBJV;PRS;2;PL	C
Möbelstoff	Möbelstoffen	N;NFIN	N;DAT;PL	C
Wimpertierchen	Wimpertierchen	N;NFIN	N;DAT;PL	C
besprengen	besprenget	V;NFIN	V;SBJV;PRS;2;PL	C
klönen	klöne	V;NFIN	V;SBJV;PRS;1;SG	C
Überziehen	Überziehen	N;NFIN	N;NOM;SG	C
Wurf	Würfen	N;NFIN	N;DAT;PL	C
überschatten	überschatteten	V;NFIN	V;SBJV;PST;3;PL	C
christianisieren	christianisiere	V;NFIN	V;SBJV;PRS;1;SG	C
Hainbuche	Hainbuche	N;NFIN	N;NOM;SG	C
Almanach	Almanachen	N;NFIN	N;DAT;PL	C
Totenglocke	Totenglocke	N;NFIN	N;NOM;SG	C
Zain	Zainen	N;NFIN	N;DAT;PL	C
Rutheniumkomplex	Rutheniumkomplexen	N;NFIN	N;DAT;PL	C
trauern	traueret	V;NFIN	V;SBJV;PRS;2;PL	C
Abschirmung	Abschirmung	N;NFIN	N;NOM;SG	C
Hochzeitstorte	Hochzeitstorten	N;NFIN	N;DAT;PL	C
Retter	Retter	N;NFIN	N;NOM;SG	C
widmen	widmest	V;NFIN	V;IND;PRS;2;SG	C
Safran	Safran	N;NFIN	N;NOM;SG	C
Puder	Pudern	N;NFIN	N;DAT;PL	C
Epidemie	Epidemie	N;NFIN	N;NOM;SG	C
Brieftaubenzüchter	Brieftaubenzüchter	N;NFIN	N;NOM;SG	C
Leuchtstoff	Leuchtstoff	N;NFIN	N;NOM;SG	C
Futtermittel	Futtermitteln	N;NFIN	N;DAT;PL	C
Managementsystem	Managementsystemen	N;NFIN	N;DAT;PL	C
schäumen	schäumt	V;NFIN	V;IND;PRS;2;PL	C
UND-Gatter	UND-Gattern	N;NFIN	N;DAT;PL	C
Dominicanerin	Dominicanerinnen	N;NFIN	N;DAT;PL	C
Betain	Betainen	N;NFIN	N;DAT;PL	C
Türklingel	Türklingel	N;NFIN	N;NOM;SG	C
Transportweg	Transportwegen	N;NFIN	N;DAT;PL	C
Denkmünze	Denkmünze	N;NFIN	N;NOM;SG	C
rekrutieren	rekrutiere	V;NFIN	V;SBJV;PRS;1;SG	C
käbbeln	käbbelte	V;NFIN	V;SBJV;PST;1;SG	C
Nanokondensator	Nanokondensatoren	N;NFIN	N;DAT;PL	C
Arsenbergwerk	Arsenbergwerk	N;NFIN	N;NOM;SG	C
Operationssaal	Operationssälen	N;NFIN	N;DAT;PL	C
Lümmeltüte	Lümmeltüten	N;NFIN	N;DAT;PL	C
Subspezies	Subspezies	N;NFIN	N;NOM;SG	C
Montagmittag	Montagmittagen	N;NFIN	N;DAT;PL	C
Landstreicher	Landstreicher	N;NFIN	N;NOM;SG	C
Jagdbomber	Jagdbomber	N;NFIN	N;NOM;SG	C
scheuchen	scheucht	V;NFIN	V;IND;PRS;2;PL	C
balkanisieren	balkanisierte	V;NFIN	V;SBJV;PST;1;SG	C
Germanist	Germanist	N;NFIN	N;NOM;SG	C
zensieren	zensiere	V;NFIN	V;SBJV;PRS;1;SG	C
Hirnstamm	Hirnstämmen	N;NFIN	N;DAT;PL	C
verfliegen	verfliegest	V;NFIN	V;SBJV;PRS;2;SG	C
Rotzinkerz	Rotzinkerzen	N;NFIN	N;DAT;PL	C
Klotz	Klotz	N;NFIN	N;NOM;SG	C
Vordenker	Vordenkern	N;NFIN	N;DAT;PL	C
schimmern	schimmerest	V;NFIN	V;SBJV;PRS;2;SG	C
Großstädter	Großstädtern	N;NFIN	N;DAT;PL	C
Zinkat	Zinkat	N;NFIN	N;NOM;SG	C
unterwerfen	unterwerft	V;NFIN	V;IND;PRS;2;PL	C
entstehen	entstände	V;NFIN	V;SBJV;PST;1;SG	C
Argentit	Argentit	N;NFIN	N;NOM;SG	C
schiessen	schiesst	V;NFIN	V;IND;PRS;2;SG	C
vernickeln	vernickele	V;NFIN	V;SBJV;PRS;1;SG	C
Drohkulisse	Drohkulisse	N;NFIN	N;NOM;SG	C
Robe	Robe	N;NFIN	N;NOM;SG	C
Seehecht	Seehechten	N;NFIN	N;DAT;PL	C
klappen	klappst	V;NFIN	V;IND;PRS;2;SG	C
Graphem	Graphem	N;NFIN	N;NOM;SG	C
einigen	einigte	V;NFIN	V;SBJV;PST;1;SG	C
Gigapascal	Gigapascal	N;NFIN	N;NOM;SG	C
Einzelgänger	Einzelgänger	N;NFIN	N;NOM;SG	C
Epiker	Epiker	N;NFIN	N;DAT;PL	C
Welpe	Welpen	N;NFIN	N;DAT;PL	C
Kaufhaus	Kaufhäusern	N;NFIN	N;DAT;PL	C
Käsereibe	Käsereiben	N;NFIN	N;DAT;PL	C
Reichweite	Reichweiten	N;NFIN	N;DAT;PL	C
Ente	Ente	N;NFIN	N;NOM;SG	C
evaluieren	evaluiert	V;NFIN	V;IND;PRS;2;PL	C
idealisieren	idealisieret	V;NFIN	V;SBJV;PRS;2;PL	C
lackieren	lackiere	V;NFIN	V;SBJV;PRS;1;SG	C
begnadigen	begnadigst	V;NFIN	V;IND;PRS;2;SG	C
hinterziehen	hinterzöge	V;NFIN	V;SBJV;PST;1;SG	C
Öfchen	Öfchen	N;NFIN	N;NOM;SG	C
bekoten	bekotete	V;NFIN	V;SBJV;PST;1;SG	C
vibrieren	vibriere	V;NFIN	V;SBJV;PRS;1;SG	C
Verwaltungsakt	Verwaltungsakten	N;NFIN	N;DAT;PL	C
Introjektion	Introjektion	N;NFIN	N;NOM;SG	C
faschieren	faschieret	V;NFIN	V;SBJV;PRS;2;PL	C
Fingerspitze	Fingerspitze	N;NFIN	N;NOM;SG	C
Hinkelstein	Hinkelstein	N;NFIN	N;NOM;SG	C
emendieren	emendierte	V;NFIN	V;SBJV;PST;1;SG	C
plärren	plärrt	V;NFIN	V;IND;PRS;2;PL	C
Ionenaustauscher	Ionenaustauscher	N;NFIN	N;NOM;SG	C
Pater	Pater	N;NFIN	N;NOM;SG	C
Monarchie	Monarchie	N;NFIN	N;NOM;SG	C
