src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
tränga,tränges,0_0,0_3,verb;inf;actv,verb;pres;pasv,C
lovsjungen,lovsjunger,0_6,0_8,adj;pp;ut;sg;ind,verb;pres;actv,POS_PAIR_ERROR
hälsat,hälsen,2_5,2_14,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
åsninna,åsninnor,0_0,0_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
begrov,begrovo,0_2,0_15,,,TGT_LEXICAL_ERROR
beträdde,beträdd,0_1,0_5,verb;past;actv - adj;pp;m;sg;def,adj;pp;ut;sg;ind,C
dåren,dåra,2_14,2_12,n;ut;sg;def - n;ut;sg;def;compound-R,verb;imp - verb;inf;actv,POS_PAIR_ERROR
sidoväggarna,sidoväggar,1_4,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ogärningar,ogärningen,1_0,1_7,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
bestyr,bestyret,0_2,0_2,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,C
silverpenning,silverpenningarna,1_1,1_4,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,C
förtal,förtal,2_2,2_2,n;nt;sg;ind - n;nt;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,C
undervisa,undervisas,2_12,2_7,verb;imp - verb;inf;actv,verb;inf;pasv - verb;pres;pasv,C
fullbordad,fullbordades,2_3,2_10,adj;pp;ut;sg;ind,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,C
försyndade,försyndar,2_11,2_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
stad,stad,1_1,1_1,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
vax,vaxet,0_2,0_2,n;nt;sg;ind - n;nt;sg;ind;gen - n;nt;sg;ind;compound-R - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,C
förskjut,förskjuta,0_2,0_0,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
förvaltade,förvaltare,2_11,2_1,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
sänd,sända,0_2,0_0,verb;imp - adj;pp;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,verb;inf;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
delarna,del,2_13,2_2,n;ut;pl;def - n;ut;pl;def;compound-R,np;attr - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
Lea,Leas,0_0,0_11,np;ant;f - np;ant;f;compound-R - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,np;ant;f;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - np;ant;f;gen;compound-R - verb;inf;actv;cmp;compound-only-L,C
omslöts,omslöto,0_4,0_15,,,TGT_LEXICAL_ERROR
sprutade,sprutar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,C
bespejat,bespejen,2_5,2_14,,,TGT_LEXICAL_ERROR
upprätta,upprättad,2_12,2_3,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;pp;ut;sg;ind,PARADIGM_ERROR
människobarnens,människobarns,1_6,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fäkreaturs,fäkreatur,1_2,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
våldsverkaren,våldsverkare,0_6,0_5,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
ställ,ställt,0_2,0_10,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,C
hud,huden,1_1,1_7,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,C
träffa,träffades,2_12,2_10,verb;imp - verb;inf;actv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - verb;past;pasv,C
namn,namns,1_1,1_2,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,n;nt;sg;ind;gen - n;nt;pl;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;pl;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
skåda,skådat,2_12,2_5,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
fastar,fastare,2_9,2_1,verb;pres;actv,adj;sint;comp;un;sp,POS_PAIR_ERROR
upptaga,upptaget,0_0,0_2,verb;inf;actv,n;nt;sg;def - adj;pp;nt;sg;ind - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,POS_PAIR_ERROR
ungas,ungarna,2_7,2_13,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,n;ut;pl;def - n;ut;pl;def;compound-R,POS_PAIR_ERROR
fattad,fattar,2_3,2_9,adj;pst;ut;sg;ind,verb;pres;actv,POS_PAIR_ERROR
fostren,fostra,2_14,2_12,n;nt;pl;def - n;nt;pl;def;compound-R,verb;imp - verb;inf;actv,POS_PAIR_ERROR
såret,sårande,2_4,2_8,n;nt;sg;def,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR
bädd,bäddar,2_2,2_9,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,C
erövra,erövrade,2_12,2_11,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
uttalat,uttalade,2_5,2_11,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,C
tillsluter,tillslutet,0_8,0_2,verb;pres;actv,adj;pp;nt;sg;ind,POS_PAIR_ERROR
föröke,förökat,2_15,2_5,,,SRC_LEXICAL_ERROR
utrota,utrotas,2_12,2_7,verb;imp - verb;inf;actv,verb;inf;pasv - verb;pres;pasv,C
förmådden,förmådde,1_7,1_1,,,SRC_LEXICAL_ERROR
sten,stenad,2_2,2_3,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,POS_PAIR_ERROR
antändas,antänd,0_11,0_2,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;fn;sg;def;gen - verb;inf;pasv,verb;imp - adj;pp;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,C
dansar,dansade,2_9,2_11,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;past;actv,C
beblanda,beblandar,2_12,2_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
flöge,flögo,0_5,0_15,,,TGT_LEXICAL_ERROR
at,at,0_2,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
förhudarna,förhuden,1_4,1_7,,,SRC_LEXICAL_ERROR
svara,svaret,2_12,2_4,verb;imp - verb;inf;actv,n;nt;sg;def - n;nt;sg;def;compound-R,POS_PAIR_ERROR
förgripa,förgriper,0_0,0_8,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
invig,invigen,0_2,0_6,,,TGT_LEXICAL_ERROR
krukor,kruka,0_13,0_0,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
frivillig,frivilligt,0_2,0_10,adj;sint;pst;ut;sg;ind,adj;sint;pst;nt;sg;ind,C
ingång,ingångarna,1_1,1_4,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,C
klar,klar,2_2,2_2,adj;sint;pst;ut;sg;ind,adj;sint;pst;ut;sg;ind,C
anstiftades,anstiftade,2_10,2_11,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
finge,finger,0_5,0_8,verb;pis;actv,n;un;sg;ind - n;un;sg;ind;compound-R - n;un;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
beskär,beskära,0_2,0_0,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
pelikan,pelikaner,1_1,1_0,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
hedmarker,hedmark,1_0,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hälsade,hälsning,2_11,2_0,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;ut;sg;ind - n;ut;sg;ind;compound-R,POS_PAIR_ERROR
strövskaran,strövskara,0_2,0_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lös,löste,0_2,0_1,verb;imp - adj;pst;ut;sg;ind - adj;pst;ut;sg;ind;gen - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L - adj;sint;pst;ut;sg;ind;gen,verb;past;actv - adj;pp;m;sg;def,C
utfärdades,utfärdat,2_10,2_5,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;supn;actv - adj;pp;nt;sg;ind,C
bedrövat,bedrövas,2_5,2_7,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;inf;pasv - verb;pres;pasv,C
flyger,flygande,0_8,0_9,verb;pres;actv,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,POS_PAIR_ERROR
frälsare,fräls,2_1,2_2,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR
förhärligar,förhärligas,2_9,2_7,verb;pres;actv,verb;inf;pasv - verb;pres;pasv,C
jagande,jagad,2_8,2_3,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,adj;pp;ut;sg;ind,C
yxa,yxa,0_0,0_0,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
bogen,bog,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
stenarna,sten,2_13,2_2,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
ställa,ställda,0_0,0_0,verb;inf;actv,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,POS_PAIR_ERROR
präster,prästens,1_0,1_6,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,C
begånget,begången,1_8,1_7,adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,C
var,vars,0_2,0_4,verb;past;actv - adv; - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - prn;def;ut;sg;nom - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;past;pasv - n;nt;sg;ind;gen - prn;def;ut;sg;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;nt;sg;ind;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - adj;pst;ut;sg;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - prn;rel;un;pl;gen - prn;rel;nt;sg;gen - prn;rel;ut;sg;gen,C
lasta,lastad,2_12,2_3,verb;imp - verb;inf;actv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
förverkade,förverkat,0_1,0_10,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
släkt,släkte,1_1,1_1,n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;ut;sg;ind;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R,PARADIGM_ERROR
begabbade,begabba,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,C
banen,banat,2_14,2_5,,,TGT_LEXICAL_ERROR
andre,andra,2_15,2_12,,,SRC_LEXICAL_ERROR
utröna,utrönt,0_0,0_10,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,C
Kan,Kana,0_2,0_0,n;ut;sg;ind - n;ut;sg;ind;compound-R - verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,C
lindat,lindade,2_5,2_11,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
visar,visade,2_9,2_11,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
antog,antogo,0_2,0_15,,,TGT_LEXICAL_ERROR
beblanda,beblandning,2_12,2_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
oryggligt,oryggliga,0_10,0_0,adj;sint;pst;nt;sg;ind,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,C
rädes,rädas,0_3,0_11,,,SRC_LEXICAL_ERROR
stjärten,stjärt,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
sådanas,sådana,0_11,0_0,prn;ind;un;pl;gen,det;dem;un;pl - prn;ind;un;pl;nom,SRC_POS_ERROR TGT_POS_ERROR
drivit,drivas,0_14,0_11,verb;supn;actv,n;ut;sg;ind;gen - n;ut;sg;ind;gen;compound-R - verb;inf;pasv,C
rövar,rövas,2_9,2_7,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,verb;inf;pasv - verb;pres;pasv,C
renat,renades,2_5,2_10,verb;supn;actv - n;un;sg;ind - n;un;sg;def - adj;pp;nt;sg;ind - n;un;sg;ind;compound-R - n;un;sg;def;compound-R - n;un;sg;ind;cmp;compound-only-L,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,C
lägges,läggas,0_3,0_11,verb;pres;pasv,verb;inf;pasv,C
förmenat,förmenande,2_5,2_8,verb;supn;actv - adj;pp;nt;sg;ind,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,C
anfall,anfalla,0_2,0_0,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
spänna,spännen,0_0,0_6,verb;inf;actv,n;ut;sg;def - n;ut;pl;def - n;nt;pl;ind - n;ut;sg;def;compound-R - n;ut;pl;def;compound-R - n;nt;pl;ind;compound-R,POS_PAIR_ERROR
lärjunge,lärjungar,1_1,1_0,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
fyllt,fyllen,0_10,0_6,,,TGT_LEXICAL_ERROR
genomborrar,genomborras,2_9,2_7,verb;pres;actv,verb;inf;pasv - verb;pres;pasv,C
längta,längta,2_12,2_12,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,C
upphäver,upphävt,0_8,0_10,verb;pres;actv,verb;supn;actv - adj;pp;nt;sg;ind,C
åts,åten,1_2,1_7,,,TGT_LEXICAL_ERROR
hållen,håller,0_6,0_8,n;nt;pl;def - n;nt;pl;def;compound-R - adj;pp;ut;sg;ind - adj;sint;pst;ut;sg;ind,verb;pres;actv,POS_PAIR_ERROR
Skilj,Skilj,1_1,1_1,verb;imp,verb;imp,C
plundrare,plundrade,2_1,2_11,,,SRC_LEXICAL_ERROR
beskärde,beskäres,0_1,0_3,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,verb;pres;pasv - verb;prs;pasv,C
frestat,frestade,2_5,2_11,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,C
fria,friar,2_12,2_9,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,C
ringe,ringare,2_15,2_1,,,SRC_LEXICAL_ERROR
böjt,böjes,0_10,0_3,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,verb;pres;pasv,C
fastande,fastar,2_8,2_9,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,POS_PAIR_ERROR
lossat,lossar,2_5,2_9,verb;supn;actv - adj;pp;nt;sg;ind,verb;pres;actv,C
utropat,utropa,2_5,2_12,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv,C
höljde,höljd,0_1,0_5,verb;past;actv - adj;pp;m;sg;def,adj;pp;ut;sg;ind,C
sänk,sänka,0_2,0_0,verb;imp - n;ut;sg;ind;cmp - verb;inf;actv;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R,C
lärjungar,lärjunge,1_0,1_1,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,C
öppnade,öppnar,2_11,2_9,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,C
inrättat,inrättade,2_5,2_11,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,C
sak,sakens,1_1,1_6,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;ut;sg;def;gen - n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R - n;ut;sg;def;gen;compound-R,C
inbjuda,inbjuden,0_0,0_6,verb;inf;actv,adj;pp;ut;sg;ind,POS_PAIR_ERROR
fördrivna,fördrivas,0_0,0_11,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,verb;inf;pasv,POS_PAIR_ERROR
täcke,täckas,0_5,0_11,n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;sint;pst;m;sg;def,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - verb;inf;pasv - verb;inf;pasv,C
brukade,bruka,2_11,2_12,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,C
förtrycken,förtryckare,0_6,0_12,,,SRC_LEXICAL_ERROR
räkna,räkne,2_12,2_15,verb;imp - verb;inf;actv,verb;inf;actv;cmp;compound-only-L,C
nöjer,nöjd,0_8,0_5,,,SRC_LEXICAL_ERROR
uträttar,uträtta,2_9,2_12,verb;pres;actv,verb;imp - verb;inf;actv,C
invigas,invig,0_11,0_2,verb;inf;pasv,verb;imp - verb;inf;actv;cmp;compound-only-L,C
rädde,rädes,0_1,0_3,,,TGT_LEXICAL_ERROR
spordes,sporde,1_2,1_1,adj;pp;m;sg;def;gen - verb;past;pasv,verb;past;actv - adj;pp;m;sg;def,C
slag,slagit,0_2,0_14,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,verb;supn;actv,POS_PAIR_ERROR
stänkt,stänka,0_10,0_0,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,verb;inf;actv,C
läsa,läsen,0_0,0_6,,,TGT_LEXICAL_ERROR
överflödande,överflödar,2_8,2_9,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,verb;pres;actv,POS_PAIR_ERROR
hatat,hata,2_5,2_12,verb;supn;actv - adj;pp;nt;sg;ind,verb;imp - verb;inf;actv,C
vildåsna,vildåsnan,0_0,0_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vissa,visst,0_0,0_10,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adv; - adj;sint;pst;nt;sg;ind,C
förmana,förman,2_12,2_2,verb;imp - verb;inf;actv,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,C
gräva,grävda,0_0,0_0,verb;inf;actv,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,POS_PAIR_ERROR
offren,offrar,2_14,2_9,n;nt;pl;def - n;nt;pl;def;compound-R,verb;pres;actv,POS_PAIR_ERROR
nedgjorde,nedgjord,0_5,0_2,verb;past;actv - adj;pp;m;sg;def - adj;pp;m;sg;def,adj;pp;ut;sg;ind - adj;pp;ut;sg;ind,C
stoderna,stoder,1_5,1_0,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;pl;ind - n;ut;pl;ind;compound-R,C
stängt,stängda,0_10,0_0,verb;supn;actv - adj;pp;nt;sg;ind,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
kalt,kala,0_10,0_0,adj;sint;pst;nt;sg;ind,adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,C
springen,springarna,2_14,2_13,n;nt;pl;def - n;nt;pl;def;compound-R,n;ut;pl;def - n;ut;pl;def;compound-R,PARADIGM_ERROR
mätte,mäta,0_1,0_0,verb;past;actv - adj;pp;m;sg;def - adj;sint;pst;m;sg;def,verb;inf;actv,C
busken,buske,1_7,1_1,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
bådar,båda,2_9,2_12,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - prn;def;un;pl;nom - prn;def;un;pl;acc - verb;inf;actv;cmp;compound-only-L,C
hjässor,hjässa,0_13,0_0,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,C
uttages,uttagna,0_3,0_0,,,SRC_LEXICAL_ERROR
berövad,beröva,2_3,2_12,adj;pp;ut;sg;ind,verb;imp - verb;inf;actv,POS_PAIR_ERROR
oförfärade,oförfärad,0_1,0_5,adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,adj;pst;ut;sg;ind,C
brukade,brukat,2_11,2_5,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,C
korer,kors,0_8,0_4,,,SRC_LEXICAL_ERROR
makterna,makten,1_5,1_7,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,C
