src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
Teufel,Teufels,1_0,1_2,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,n;m;sg;gen - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R,C
vertilgt,vertilgten,0_6,0_11,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Bette,Bett,0_4,0_6,n;nt;sg;dat - verb;imp;sg - n;nt;sg;dat;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;nt;sg;dat;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
über,üben,0_5,0_0,adv; - pr;dat - pr;acc,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,POS_PAIR_ERROR
handelt,handeln,0_6,0_0,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
neuer,neu,0_5,0_12,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st - verb;imp;sg,adj;sint - adj;sint;attr - adj;sint;pred,C
krähen,krähte,0_0,0_4,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
schöpfest,schöpften,0_2,0_11,verb;prs;p2;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
dient,dienet,0_6,0_9,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;prs;p2;pl,C
zieh,ziehest,0_12,0_2,verb;imp;sg,verb;prs;p2;sg,C
kämpfte,kämpft,0_4,0_6,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
weggingen,wegging,0_0,0_12,verb;sep;fs;pii;p1;pl - verb;sep;fs;pii;p3;pl - verb;sep;fs;pis;p1;pl - verb;sep;fs;pis;p3;pl,verb;sep;fs;pii;p1;sg - verb;sep;fs;pii;p3;sg,C
verlähmt,verlähmte,0_6,0_4,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gießen,gießet,0_0,0_9,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;prs;p2;pl,C
salbte,salbe,0_4,0_3,,,SRC_LEXICAL_ERROR
folgt,folgen,0_6,0_0,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,C
hängten,hängte,0_11,0_4,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
leitest,leitet,0_2,0_9,verb;pri;p2;sg - verb;prs;p2;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
reizten,reizt,0_11,0_6,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;imp;pl - verb;pri;p2;sg - verb;pri;p2;pl - verb;pri;p3;sg,C
erweckst,erweckten,0_10,0_11,verb;pri;p2;sg,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
verstecken,versteckte,0_0,0_4,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;nt;pl;dat;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;nt;pl;dat;lower;compound-R,verb;pp - verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
allgemeine,allgemeinen,0_3,0_0,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
gräme,gräme,0_3,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kann,kannten,0_12,0_11,verb;pri;p1;sg - verb;pri;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl,PARADIGM_ERROR
Buchen,Buch,0_0,0_12,verb;inf - n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - verb;ger;nom - verb;ger;dat - verb;ger;acc - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - verb;imp;sg - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
Bienen,Biene,0_0,0_3,n;f;pl;nom - n;f;pl;gen - n;f;pl;dat - n;f;pl;acc - n;f;sg;cmp;compound-only-L - n;f;pl;nom;lower - n;f;pl;gen;lower - n;f;pl;dat;lower - n;f;pl;acc;lower - n;f;sg;lower;cmp;compound-only-L - n;f;pl;nom;lower;compound-R - n;f;pl;gen;lower;compound-R - n;f;pl;dat;lower;compound-R - n;f;pl;acc;lower;compound-R,n;m;sg;dat - n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;m;sg;dat;lower - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - n;m;sg;dat;lower;compound-R - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
nötiger,nötigte,0_5,0_4,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,POS_PAIR_ERROR
verantworte,verantworten,0_3,0_0,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
beschweren,beschwert,0_0,0_6,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
Getränk,Getränk,1_0,1_0,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,n;nt;sg;nom - n;nt;sg;dat - n;nt;sg;acc - n;nt;sg;cmp;compound-only-L - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,C
geizen,geizen,0_0,0_0,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
grünt,grüner,0_6,0_5,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,adj;sint;comp;attr - adj;sint;comp;pred - adj;sint;m;sg;nom;st - adj;sint;m;sg;nom;mix - adj;sint;m;pl;gen;st - adj;sint;f;sg;gen;st - adj;sint;f;sg;dat;st - adj;sint;f;pl;gen;st,POS_PAIR_ERROR
überantworte,überantwortet,0_3,0_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ziehst,ziehet,0_10,0_9,verb;pri;p2;sg,verb;prs;p2;pl,C
vergängliche,vergänglich,0_3,0_12,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint - adj;sint;attr - adj;sint;pred,C
Bilsa,Bilsan,1_0,1_1,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
dienst,dienten,0_10,0_11,verb;pri;p2;sg - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
lieb,liebet,0_12,0_9,adj;sint - adj;sint;attr - adj;sint;pred - n;nt;sg;nom;lower - n;nt;sg;dat;lower - n;nt;sg;acc;lower - verb;imp;sg - n;nt;sg;nom;lower;compound-R - n;nt;sg;dat;lower;compound-R - n;nt;sg;acc;lower;compound-R - n;nt;sg;lower;cmp;compound-only-L,verb;prs;p2;pl,C
grüße,grüßet,0_3,0_9,n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;prs;p2;pl,C
Streiter,Streits,0_5,0_1,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,n;m;sg;gen - n;m;sg;cmp;compound-only-L - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,PARADIGM_ERROR
wunderbare,wunderbaren,0_3,0_0,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
auslegte,auslege,1_4,1_0,verb;sep;fs;pii;p1;sg - verb;sep;fs;pii;p3;sg - verb;sep;fs;pis;p1;sg - verb;sep;fs;pis;p3;sg,verb;sep;fs;pri;p1;sg - verb;sep;fs;prs;p1;sg - verb;sep;fs;prs;p3;sg,C
süßes,süß,0_8,0_12,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,adj;sint - adj;sint;attr - adj;sint;pred,C
glaubest,glaubet,0_2,0_9,verb;prs;p2;sg,verb;prs;p2;pl,C
Augenlidern,Augenlider,1_1,1_0,n;nt;pl;dat - n;nt;pl;dat;lower - n;nt;pl;dat;lower;compound-R,n;nt;pl;nom - n;nt;pl;gen - n;nt;pl;acc - n;nt;sg;cmp;compound-only-L - n;nt;pl;nom;lower - n;nt;pl;gen;lower - n;nt;pl;acc;lower - n;nt;sg;lower;cmp;compound-only-L - n;nt;pl;nom;lower;compound-R - n;nt;pl;gen;lower;compound-R - n;nt;pl;acc;lower;compound-R,C
ausführe,ausführte,0_3,0_4,verb;sep;fs;pri;p1;sg - verb;sep;fs;prs;p1;sg - verb;sep;fs;prs;p3;sg - verb;sep;fs;pis;p1;sg - verb;sep;fs;pis;p3;sg,verb;sep;fs;pii;p1;sg - verb;sep;fs;pii;p3;sg - verb;sep;fs;pis;p1;sg - verb;sep;fs;pis;p3;sg,C
demütigte,demütiget,0_4,0_9,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;prs;p2;pl,C
glaubte,glaubten,0_4,0_11,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,C
bezahle,bezahlt,0_3,0_6,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
meine,meinte,0_3,0_4,det;pos;p1;f;sg;nom - det;pos;p1;f;sg;acc - det;pos;f;sg;nom - det;pos;f;sg;acc - det;pos;mfn;pl;nom - det;pos;mfn;pl;acc - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,C
Steinhaufe,Steinhaufen,0_3,0_0,,,SRC_LEXICAL_ERROR
süße,süßen,0_3,0_0,adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw,adj;sint;m;sg;gen;st - adj;sint;m;sg;gen;sw - adj;sint;m;sg;gen;mix - adj;sint;m;sg;dat;sw - adj;sint;m;sg;dat;mix - adj;sint;m;sg;acc;st - adj;sint;m;sg;acc;sw - adj;sint;m;sg;acc;mix - adj;sint;m;pl;nom;sw - adj;sint;m;pl;nom;mix - adj;sint;m;pl;gen;sw - adj;sint;m;pl;gen;mix - adj;sint;m;pl;dat;st - adj;sint;m;pl;dat;sw - adj;sint;m;pl;dat;mix - adj;sint;m;pl;acc;sw - adj;sint;m;pl;acc;mix - adj;sint;nt;sg;gen;st - adj;sint;nt;sg;gen;sw - adj;sint;nt;sg;gen;mix - adj;sint;nt;sg;dat;sw - adj;sint;nt;sg;dat;mix - adj;sint;nt;pl;nom;sw - adj;sint;nt;pl;nom;mix - adj;sint;nt;pl;gen;sw - adj;sint;nt;pl;gen;mix - adj;sint;nt;pl;dat;sw - adj;sint;nt;pl;dat;mix - adj;sint;nt;pl;acc;sw - adj;sint;nt;pl;acc;mix - adj;sint;f;sg;gen;sw - adj;sint;f;sg;gen;mix - adj;sint;f;sg;dat;sw - adj;sint;f;sg;dat;mix - adj;sint;f;pl;nom;sw - adj;sint;f;pl;nom;mix - adj;sint;f;pl;gen;sw - adj;sint;f;pl;gen;mix - adj;sint;f;pl;dat;st - adj;sint;f;pl;dat;sw - adj;sint;f;pl;dat;mix - adj;sint;f;pl;acc;sw - adj;sint;f;pl;acc;mix,C
herrschte,herrsche,0_4,0_3,verb;pii;p1;sg - verb;pii;p3;sg - verb;pis;p1;sg - verb;pis;p3;sg,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,C
kauften,kauft,0_11,0_6,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
ehrest,ehrt,0_2,0_6,verb;prs;p2;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
zählen,zählt,0_0,0_6,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,C
weises,weise,0_8,0_3,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,adv; - adj;sint;attr - adj;sint;pred - n;m;sg;nom;lower - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;m;sg;nom;lower;compound-R - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,C
verhinderten,verhindert,0_0,0_12,verb;pp - verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
stille,stilles,0_3,0_8,n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - adj;sint;m;sg;nom;sw - adj;sint;m;pl;nom;st - adj;sint;m;pl;acc;st - adj;sint;f;sg;nom;st - adj;sint;f;sg;nom;sw - adj;sint;f;sg;nom;mix - adj;sint;f;sg;acc;st - adj;sint;f;sg;acc;sw - adj;sint;f;sg;acc;mix - adj;sint;f;pl;nom;st - adj;sint;f;pl;acc;st - adj;sint;nt;sg;nom;sw - adj;sint;nt;sg;acc;sw - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,adj;sint;nt;sg;nom;st - adj;sint;nt;sg;nom;mix - adj;sint;nt;sg;acc;st - adj;sint;nt;sg;acc;mix,C
Stämmen,Stämme,0_0,0_3,n;m;pl;dat - n;m;pl;dat;lower - n;m;pl;dat;lower;compound-R,n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,C
zagt,zaget,0_6,0_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sprengten,sprengen,0_11,0_0,verb;pii;p1;pl - verb;pii;p3;pl - verb;pis;p1;pl - verb;pis;p3;pl,verb;inf - verb;ger;nom - verb;ger;dat - verb;ger;acc - verb;pri;p1;pl - verb;pri;p3;pl - verb;prs;p1;pl - verb;prs;p3;pl,C
öffne,öffnet,0_3,0_9,verb;imp;sg - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg - verb;prs;p2;pl,C
Vaters,Vater,1_2,1_0,n;m;sg;gen - n;m;sg;gen;lower - n;m;sg;gen;lower;compound-R,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L,C
Pflege,Pfleger,0_3,0_5,n;f;sg;nom - n;f;sg;gen - n;f;sg;dat - n;f;sg;acc - n;f;sg;cmp;compound-only-L - n;f;sg;nom;lower - n;f;sg;gen;lower - n;f;sg;dat;lower - n;f;sg;acc;lower - verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg - n;f;sg;nom;lower;compound-R - n;f;sg;gen;lower;compound-R - n;f;sg;dat;lower;compound-R - n;f;sg;acc;lower;compound-R - n;f;sg;lower;cmp;compound-only-L,n;m;sg;nom - n;m;sg;dat - n;m;sg;acc - n;m;pl;nom - n;m;pl;gen - n;m;pl;acc - n;m;sg;cmp;compound-only-L - n;m;sg;nom;lower - n;m;sg;dat;lower - n;m;sg;acc;lower - n;m;pl;nom;lower - n;m;pl;gen;lower - n;m;pl;acc;lower - n;m;sg;nom;lower;compound-R - n;m;sg;dat;lower;compound-R - n;m;sg;acc;lower;compound-R - n;m;sg;lower;cmp;compound-only-L - n;m;pl;nom;lower;compound-R - n;m;pl;gen;lower;compound-R - n;m;pl;acc;lower;compound-R,PARADIGM_ERROR
gießt,gießest,0_6,0_2,verb;imp;pl - verb;pri;p2;sg - verb;pri;p2;pl - verb;pri;p3;sg,verb;prs;p2;sg,C
zwinge,zwingst,0_3,0_10,verb;pri;p1;sg - verb;prs;p1;sg - verb;prs;p3;sg,verb;pri;p2;sg,C
erzürnt,erzürnst,0_6,0_10,verb;pp - verb;imp;pl - verb;pri;p2;pl - verb;pri;p3;sg,verb;pri;p2;sg,C
