src word,tgt word,src slot,tgt slot,src apertium tags,tgt apertium tags,annotation
veitir,veittu,0_8,0_4,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,C
sýni,sýnst,0_15,0_12,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;supn,C
guðlasti,guðlasta,1_7,1_14,,,TGT_LEXICAL_ERROR
velþóknanleg,velþóknanleg,1_0,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gættu,gætt,0_4,0_17,verb;actv;imp;p2;sg - verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg,verb;actv;supn,C
láta,látum,0_20,0_1,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;nt;pl;dat;ind,C
breytum,breytið,0_1,0_19,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
dauðu,dauða,1_17,1_14,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,n;m;sg;acc;ind - n;m;sg;acc;def - n;m;sg;dat;ind - n;m;sg;dat;def - n;m;sg;gen;ind - n;m;sg;gen;def - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
andstæðingurinn,andstæðingi,1_16,1_7,n;m;sg;nom;ind,n;m;sg;dat;def,C
mættuð,mættum,1_18,1_2,verb;pss;p2;pl,verb;pss;p1;pl,C
áminnum,áminnið,0_1,0_19,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
reynd,reyndar,1_0,1_9,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,adv; - n;f;sg;gen;ind - verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,C
veg,vegur,1_0,1_12,n;m;sg;acc;ind,n;m;sg;nom;ind,C
áttuð,áttað,1_18,1_8,,,TGT_LEXICAL_ERROR
getið,geta,1_15,1_14,verb;actv;supn - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,C
brúðkaupsgestir,brúðkaupsgestum,1_4,1_2,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
engin,engu,1_6,1_17,prn;ind;f;sg;nom - prn;ind;nt;pl;nom - prn;ind;nt;pl;acc - det;ind;f;sg;nom - det;ind;nt;pl;nom - det;ind;nt;pl;acc,prn;ind;nt;sg;dat - det;ind;nt;sg;dat,SRC_POS_ERROR TGT_POS_ERROR
básúnur,básúnu,1_12,1_17,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,C
móð,móðir,1_0,1_4,,,SRC_LEXICAL_ERROR
lagi,lag,0_15,0_14,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind,C
Týrusar,Týrus,1_9,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sauðir,sauðinn,1_4,1_5,n;m;pl;nom;ind,n;m;sg;acc;def,C
leiti,leitast,1_7,1_19,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;inf - verb;midv;supn - verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg - verb;midv;pri;p3;pl,C
leynda,leyndum,1_14,1_2,n;f;pl;gen;ind - verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,n;f;pl;dat;ind - verb;actv;past;p1;pl - verb;actv;pss;p1;pl - verb;actv;pp;m;sg;gen;sta - verb;actv;pp;m;pl;gen;sta - verb;actv;pp;f;pl;gen;sta - verb;actv;pp;nt;pl;gen;sta,C
hópur,hóp,1_12,1_0,n;m;sg;nom;ind - n;m;sg;nom;def,n;m;sg;acc;ind - n;m;sg;acc;def - n;m;sg;dat;ind - n;m;sg;dat;def,C
ofsækir,ofsækja,0_8,0_6,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
mælið,mæltu,0_19,0_4,,,TGT_LEXICAL_ERROR
höggormurinn,höggormar,1_16,1_9,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gæfur,gæfum,1_12,1_2,,,SRC_LEXICAL_ERROR
skírt,skírast,0_17,0_11,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;midv;inf - verb;midv;pri;p3;pl,C
þreyta,þreytst,0_20,0_12,,,TGT_LEXICAL_ERROR
málinu,málið,1_10,1_15,n;nt;sg;dat;def,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
vonda,vond,1_14,1_0,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
réttur,rétta,1_12,1_14,n;m;sg;nom;ind - adj;pst;m;sg;nom;sta,n;f;sg;nom;ind - n;m;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
kona,konar,1_14,1_9,,,TGT_LEXICAL_ERROR
dómur,dómi,1_12,1_7,n;m;sg;nom;def,n;m;sg;dat;def,C
bundu,bundin,0_10,0_3,verb;actv;past;p3;pl,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
réttvísi,réttvís,1_7,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
eigum,eigin,0_1,0_3,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,adj;pst;m;sg;acc;sta - adj;pst;m;sg;dat;sta - adj;pst;m;sg;gen;sta - adj;pst;m;pl;nom;sta - adj;pst;m;pl;acc;sta - adj;pst;m;pl;dat;sta - adj;pst;m;pl;gen;sta - adj;pst;f;sg;nom;sta - adj;pst;f;sg;acc;sta - adj;pst;f;sg;dat;sta - adj;pst;f;sg;gen;sta - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta - adj;pst;f;pl;dat;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;sg;dat;sta - adj;pst;nt;sg;gen;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta - adj;pst;nt;pl;dat;sta - adj;pst;nt;pl;gen;sta,POS_PAIR_ERROR
óskað,óskum,1_8,1_2,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
heilla,heilli,1_14,1_7,n;f;pl;gen;ind - adj;pst;m;pl;gen;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;pl;gen;sta - adj;comp;nt;sg;nom;vei - adj;comp;nt;sg;acc;vei - adj;comp;nt;sg;dat;vei - adj;comp;nt;sg;gen;vei,n;nt;sg;dat;ind - adj;pst;f;sg;dat;sta - adj;comp;m;sg;nom;vei - adj;comp;m;sg;acc;vei - adj;comp;m;sg;dat;vei - adj;comp;m;sg;gen;vei - adj;comp;m;pl;nom;vei - adj;comp;m;pl;acc;vei - adj;comp;m;pl;dat;vei - adj;comp;m;pl;gen;vei - adj;comp;f;sg;nom;vei - adj;comp;f;sg;acc;vei - adj;comp;f;sg;dat;vei - adj;comp;f;sg;gen;vei - adj;comp;f;pl;nom;vei - adj;comp;f;pl;acc;vei - adj;comp;f;pl;dat;vei - adj;comp;f;pl;gen;vei - adj;comp;nt;pl;nom;vei - adj;comp;nt;pl;acc;vei - adj;comp;nt;pl;dat;vei - adj;comp;nt;pl;gen;vei,C
rekur,rekja,0_16,0_6,n;f;pl;nom;ind - n;f;pl;acc;ind - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;actv;inf - verb;actv;pri;p3;pl,C
akurinn,akurinn,1_16,1_16,n;m;sg;nom;def - n;m;sg;acc;def,n;m;sg;nom;def - n;m;sg;acc;def,C
siðu,siðum,1_17,1_2,,,SRC_LEXICAL_ERROR
musteri,musterinu,1_7,1_10,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;sg;dat;def,C
ríkdómur,ríkdóms,1_12,1_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
leiddur,leiddu,1_12,1_17,verb;actv;pp;m;sg;nom;sta,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,C
seldur,selduð,1_12,1_18,verb;actv;pp;m;sg;nom;sta,verb;actv;past;p2;pl - verb;actv;pss;p2;pl,C
gjöra,gjörum,0_20,0_1,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
hughraustir,hughraust,1_4,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
síið,síðu,0_19,0_13,,,SRC_LEXICAL_ERROR
talentu,talentur,1_17,1_12,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
læri,lærið,0_15,0_19,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
gróðursettu,gróðursett,1_17,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
skipar,skipið,1_9,1_15,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,C
gróðavegur,gróðaveg,1_12,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
takið,taktu,0_19,0_4,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;imp;p2;sg,C
þorpi,þorpum,1_7,1_2,n;nt;sg;dat;ind,n;nt;pl;dat;ind,C
fávísu,fávísa,1_17,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vísu,vísir,1_17,1_4,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,n;m;sg;nom;ind,PARADIGM_ERROR
gæti,gætur,0_15,0_16,,,TGT_LEXICAL_ERROR
stuttur,stuttan,1_12,1_3,adj;pst;m;sg;nom;sta,adj;pst;m;sg;acc;sta,C
fullreyndur,fullreynd,1_12,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
smurði,smurðu,0_5,0_13,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pp;m;sg;nom;vei,verb;actv;past;p3;pl - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,C
boða,boðað,1_14,1_8,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p1;sg - verb;actv;pri;p3;pl - verb;actv;imp;p2;sg,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,C
eldslogum,eldslogi,1_2,1_7,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ríkt,ríki,0_17,0_15,verb;actv;supn - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;sg;dat;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,C
ákallar,ákall,1_9,1_0,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kyssa,kyssi,0_20,0_15,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
tekur,tekst,0_16,0_12,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p3;sg,C
hverfur,hverfum,1_12,1_2,,,SRC_LEXICAL_ERROR
mínar,míns,1_9,1_13,prn;pos;f;pl;nom - prn;pos;f;pl;acc,prn;pos;m;sg;gen - prn;pos;nt;sg;gen,SRC_POS_ERROR TGT_POS_ERROR
skiljið,skilji,1_15,1_7,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,C
stóðu,stóð,1_17,1_0,verb;actv;past;p3;pl,verb;midv;inf - verb;actv;past;p1;sg - verb;actv;past;p3;sg,C
heims,heim,1_13,1_0,n;m;sg;gen;ind,adv; - n;m;sg;acc;ind,C
eiðs,eiður,1_13,1_12,n;m;sg;gen;ind,n;m;sg;nom;ind,C
frétt,fréttu,1_0,1_17,,,TGT_LEXICAL_ERROR
sífellda,sífelldum,1_14,1_2,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;gen;sta - adj;pst;m;pl;gen;sta - adj;pst;f;pl;gen;sta - adj;pst;nt;pl;gen;sta,C
sendu,sendum,1_17,1_2,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,verb;actv;pri;p1;pl - verb;actv;past;p1;pl - verb;actv;prs;p1;pl - verb;actv;pss;p1;pl - n;m;pl;dat;ind - verb;actv;pp;m;sg;gen;sta - verb;actv;pp;m;pl;gen;sta - verb;actv;pp;f;pl;gen;sta - verb;actv;pp;nt;pl;gen;sta,C
boðskapur,boðskapurinn,1_12,1_16,n;m;sg;nom;ind,n;m;sg;nom;def,C
ríkja,ríku,0_6,0_10,verb;actv;inf - n;nt;pl;gen;ind - verb;actv;pri;p3;pl,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,POS_PAIR_ERROR
veitist,veittu,0_7,0_4,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,C
góði,góð,1_7,1_0,adj;pst;m;sg;nom;vei,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,C
höggna,höggin,0_21,0_3,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
Opnar,Opnaði,1_9,1_11,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
snert,snertu,0_17,0_4,,,TGT_LEXICAL_ERROR
trúa,trúu,0_20,0_10,,,TGT_LEXICAL_ERROR
full,fullum,1_0,1_2,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;dat;sta - adj;pst;m;pl;dat;sta - adj;pst;f;pl;dat;sta - adj;pst;nt;pl;dat;sta,C
lík,líkir,0_14,0_8,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg - adj;pst;m;pl;nom;sta,C
ekkju,ekkjur,1_17,1_12,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,n;f;pl;nom;ind - n;f;pl;acc;ind,C
varðveitast,varðveit,0_11,0_14,verb;midv;inf - verb;midv;pri;p3;pl,verb;actv;imp;p2;sg,C
lest,leist,0_12,0_7,verb;actv;pri;p2;sg,verb;actv;past;p2;sg,PARADIGM_ERROR
hrósum,hrósaði,1_2,1_11,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,C
kvíða,kvíða,1_14,1_14,n;f;sg;nom;ind,n;f;sg;nom;ind,C
líki,líka,0_15,0_20,n;nt;sg;dat;ind - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,adv; - verb;actv;inf - n;nt;pl;gen;ind - n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
Suma,Sum,1_14,1_0,prn;ind;m;pl;acc - prn;ind;f;sg;acc,prn;ind;f;sg;nom - prn;ind;nt;pl;nom - prn;ind;nt;pl;acc,SRC_POS_ERROR TGT_POS_ERROR
hirði,hirðir,1_7,1_4,n;m;sg;acc;ind - n;m;sg;dat;ind,n;f;pl;nom;ind - n;f;pl;acc;ind - n;m;sg;nom;ind,C
ósæmilegt,ósæmilega,1_0,1_14,adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,C
prédikar,prédikið,1_9,1_15,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
saurgar,saurga,1_9,1_14,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ljómaði,ljómi,1_11,1_7,,,SRC_LEXICAL_ERROR
áhyggjur,áhyggjum,1_12,1_2,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;pl;dat;ind,C
hreykja,hreykinn,0_6,0_2,,,SRC_LEXICAL_ERROR
fremja,fremja,0_6,0_6,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;inf - verb;actv;pri;p3;pl,C
lifið,lifum,0_19,0_1,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,C
lífi,líf,1_7,1_0,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,C
mælið,mælum,0_19,0_1,n;nt;sg;nom;def - n;nt;sg;acc;def - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,n;nt;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;m;pl;dat;ind,C
húsbóndi,húsbónda,1_7,1_14,n;m;sg;nom;ind,n;m;sg;acc;ind - n;m;sg;dat;ind - n;m;sg;gen;ind,C
lækna,lækir,0_21,0_8,n;m;pl;acc;ind - n;m;pl;gen;ind,verb;actv;pss;p2;sg - n;m;pl;nom;ind,PARADIGM_ERROR
Símeon,Símeons,1_0,1_13,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hörpu,hörpu,1_17,1_17,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,C
dúkur,dúk,1_12,1_0,n;m;sg;nom;ind,n;m;sg;acc;ind - n;m;sg;dat;ind,C
æðra,æðri,1_14,1_7,adj;comp;nt;sg;nom;vei - adj;comp;nt;sg;acc;vei - adj;comp;nt;sg;dat;vei - adj;comp;nt;sg;gen;vei,adj;comp;m;sg;nom;vei - adj;comp;m;sg;acc;vei - adj;comp;m;sg;dat;vei - adj;comp;m;sg;gen;vei - adj;comp;m;pl;nom;vei - adj;comp;m;pl;acc;vei - adj;comp;m;pl;dat;vei - adj;comp;m;pl;gen;vei - adj;comp;f;sg;nom;vei - adj;comp;f;sg;acc;vei - adj;comp;f;sg;dat;vei - adj;comp;f;sg;gen;vei - adj;comp;f;pl;nom;vei - adj;comp;f;pl;acc;vei - adj;comp;f;pl;dat;vei - adj;comp;f;pl;gen;vei - adj;comp;nt;pl;nom;vei - adj;comp;nt;pl;acc;vei - adj;comp;nt;pl;dat;vei - adj;comp;nt;pl;gen;vei,C
var,varið,0_14,0_19,verb;past;p1;sg - verb;past;p3;sg,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,PARADIGM_ERROR
