src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
Nilflod,Nilflodens,1_1,N;INDF;NOM;SG,1_6,N;DEF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
stark,starkare,0_2,V;ACT;NFIN;COMPOUND,0_12,V.CVB;COMPV,adj;sint;pst;ut;sg;ind,adj;sint;comp;un;sp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fötter,fött,1_0,N;INDF;PL,1_1,N;INDF;NOM;SG,n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR
uppskrivna,uppskrivet,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
rådfrågat,rådfrågade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
samlade,samlades,2_11,ADJ;DEF;PL,2_10,V;PASS;IND;PST,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - verb;past;pasv,ERR_SRC_SLOT_ERROR
ankar,ankaren,0_2,V;ACT;NFIN;COMPOUND,0_6,ADJ;INDF;MASC+FEM;SG,n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;nt;sg;ind;cmp;compound-only-L,n;nt;pl;ind - n;nt;pl;ind;compound-R,ERR_TGT_SLOT_ERROR
sträcke,sträckt,0_5,V.PTCP;PST,0_10,ADJ;INDF;NEUT;SG,n;ut;sg;ind;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR
tränga,tränges,0_0,V;ACT;NFIN,0_3,V;PASS;IND;PRS,verb;inf;actv,verb;pres;pasv,C
lovsjungen,lovsjunger,0_6,ADJ;INDF;MASC+FEM;SG,0_8,V.CVB,adj;pp;ut;sg;ind,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hälsat,hälsen,2_5,V.CVB;ACT,2_14,N;DEF;SG,verb;supn;actv - adj;pp;nt;sg;ind,n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
åsninna,åsninnor,0_0,V;ACT;NFIN,0_13,ADJ;PRS;GEN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
begrov,begrovo,0_2,V;ACT;NFIN;COMPOUND,0_15,ADJ;INDF;NOM;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
beträdde,beträdd,0_1,V;ACT;IND;PST,0_5,V.PTCP;PST,verb;past;actv - adj;pp;m;sg;def,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
dåren,dåra,2_14,N;DEF;SG,2_12,V;IMP,n;ut;sg;def - n;ut;sg;def;compound-R,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sidoväggarna,sidoväggar,1_4,N;DEF;NOM;PL,1_0,N;INDF;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ogärningar,ogärningen,1_0,N;INDF;PL,1_7,DET;SG,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
bestyr,bestyret,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,verb;imp - n;nt;sg;ind - n;nt;pl;ind - verb;pres;actv - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,TGT_SLOT_ERROR
silverpenning,silverpenningarna,1_1,N;INDF;NOM;SG,1_4,N;DEF;NOM;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
förtal,förtal,2_2,N;INDF;NOM;SG;COMPOUND,2_2,N;INDF;NOM;SG;COMPOUND,n;nt;sg;ind - n;nt;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,SRC_SLOT_ERROR;TGT_SLOT_ERROR
undervisa,undervisas,2_12,V;IMP,2_7,V;PASS;NFIN,verb;imp - verb;inf;actv,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fullbordad,fullbordades,2_3,PRN,2_10,V;PASS;IND;PST,adj;pp;ut;sg;ind,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,ERR_SRC_SLOT_ERROR
försyndade,försyndar,2_11,ADJ;DEF;PL,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
stad,stad,1_1,N;INDF;NOM;SG,1_1,N;INDF;NOM;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vax,vaxet,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,n;nt;sg;ind - n;nt;sg;ind;gen - n;nt;sg;ind;compound-R - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,n;nt;sg;def - n;nt;sg;def;compound-R,TGT_SLOT_ERROR
förskjut,förskjuta,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,verb;imp - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
förvaltade,förvaltare,2_11,ADJ;DEF;PL,2_1,N;INDF;NOM;PL,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,POS_PAIR_ERROR
sänd,sända,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,verb;imp - adj;pp;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,verb;inf;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def,C
delarna,del,2_13,PROPN;MASC,2_2,N;INDF;NOM;SG;COMPOUND,n;ut;pl;def - n;ut;pl;def;compound-R,np;attr - n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,SRC_SLOT_ERROR
Lea,Leas,0_0,V;ACT;NFIN,0_11,ADJ;INDF;GEN;PL,np;ant;f - np;ant;f;compound-R - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,np;ant;f;gen - adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen - np;ant;f;gen;compound-R - verb;inf;actv;cmp;compound-only-L,SRC_SLOT_ERROR
omslöts,omslöto,0_4,N;INDF;GEN;SG,0_15,ADJ;INDF;NOM;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
sprutade,sprutar,2_11,ADJ;DEF;PL,2_9,V;ACT;IND;PRS,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;pres;actv,ERR_TGT_SLOT_ERROR
bespejat,bespejen,2_5,V.CVB;ACT,2_14,N;DEF;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
upprätta,upprättad,2_12,V;IMP,2_3,PRN,verb;imp - verb;inf;actv - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,adj;pp;ut;sg;ind,ERR_TGT_SLOT_ERROR
människobarnens,människobarns,1_6,N;DEF;GEN;SG,1_2,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fäkreaturs,fäkreatur,1_2,N;INDF;GEN;PL,1_1,N;INDF;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
våldsverkaren,våldsverkare,0_6,ADJ;INDF;MASC+FEM;SG,0_5,V.PTCP;PST,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR
ställ,ställt,0_2,V;ACT;NFIN;COMPOUND,0_10,ADJ;INDF;NEUT;SG,verb;imp - n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;supn;actv - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,MAPPED_POS_PAIR_ERROR
hud,huden,1_1,N;INDF;NOM;SG,1_7,DET;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;sg;def - n;ut;sg;def;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
träffa,träffades,2_12,V;IMP,2_10,V;PASS;IND;PST,verb;imp - verb;inf;actv,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - verb;past;pasv,ERR_SRC_SLOT_ERROR
namn,namns,1_1,N;INDF;NOM;SG,1_2,N;INDF;GEN;PL,n;nt;sg;ind - n;nt;pl;ind - n;nt;sg;ind;compound-R - n;nt;pl;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,n;nt;sg;ind;gen - n;nt;pl;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;pl;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,C
skåda,skådat,2_12,V;IMP,2_5,V.CVB;ACT,verb;imp - verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fastar,fastare,2_9,V;ACT;IND;PRS,2_1,N;INDF;NOM;PL,verb;pres;actv,adj;sint;comp;un;sp,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
upptaga,upptaget,0_0,V;ACT;NFIN,0_2,V;ACT;NFIN;COMPOUND,verb;inf;actv,n;nt;sg;def - adj;pp;nt;sg;ind - n;nt;sg;def;compound-R - adj;pp;nt;sg;ind - adj;sint;pst;nt;sg;ind,POS_PAIR_ERROR;TGT_SLOT_ERROR
ungas,ungarna,2_7,V;PASS;NFIN,2_13,PROPN;MASC,adj;sint;pst;un;pl;ind;gen - adj;sint;pst;un;pl;def;gen - adj;sint;pst;fn;sg;def;gen,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
fattad,fattar,2_3,PRN,2_9,V;ACT;IND;PRS,adj;pst;ut;sg;ind,verb;pres;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fostren,fostra,2_14,N;DEF;SG,2_12,V;IMP,n;nt;pl;def - n;nt;pl;def;compound-R,verb;imp - verb;inf;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
såret,sårande,2_4,PRN;NOM;NEUT;SG,2_8,ADJ;PRS,n;nt;sg;def,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;nt;sg;ind;cmp;compound-only-L,PARADIGM_ERROR;SRC_SLOT_ERROR
bädd,bäddar,2_2,N;INDF;NOM;SG;COMPOUND,2_9,V;ACT;IND;PRS,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,verb;pres;actv - n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
erövra,erövrade,2_12,V;IMP,2_11,ADJ;DEF;PL,verb;imp - verb;inf;actv - verb;inf;actv;cmp;compound-only-L,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
uttalat,uttalade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;m;sg;def - adj;pst;fn;sg;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tillsluter,tillslutet,0_8,V.CVB,0_2,V;ACT;NFIN;COMPOUND,verb;pres;actv,adj;pp;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
föröke,förökat,2_15,ADJ;DEF;MASC;SG,2_5,V.CVB;ACT,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
utrota,utrotas,2_12,V;IMP,2_7,V;PASS;NFIN,verb;imp - verb;inf;actv,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förmådden,förmådde,1_7,DET;SG,1_1,N;INDF;NOM;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
sten,stenad,2_2,N;INDF;NOM;SG;COMPOUND,2_3,PRN,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
antändas,antänd,0_11,ADJ;INDF;GEN;PL,0_2,V;ACT;NFIN;COMPOUND,adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;fn;sg;def;gen - verb;inf;pasv,verb;imp - adj;pp;ut;sg;ind - verb;inf;actv;cmp;compound-only-L,MAPPED_POS_PAIR_ERROR
dansar,dansade,2_9,V;ACT;IND;PRS,2_11,ADJ;DEF;PL,verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L,verb;past;actv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
beblanda,beblandar,2_12,V;IMP,2_9,V;ACT;IND;PRS,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
flöge,flögo,0_5,V.PTCP;PST,0_15,ADJ;INDF;NOM;PL,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
at,at,0_2,V;ACT;NFIN;COMPOUND,0_2,V;ACT;NFIN;COMPOUND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
förhudarna,förhuden,1_4,N;DEF;NOM;PL,1_7,DET;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
svara,svaret,2_12,V;IMP,2_4,PRN;NOM;NEUT;SG,verb;imp - verb;inf;actv,n;nt;sg;def - n;nt;sg;def;compound-R,ERR_SRC_SLOT_ERROR
förgripa,förgriper,0_0,V;ACT;NFIN,0_8,V.CVB,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
invig,invigen,0_2,V;ACT;NFIN;COMPOUND,0_6,ADJ;INDF;MASC+FEM;SG,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
krukor,kruka,0_13,ADJ;PRS;GEN,0_0,V;ACT;NFIN,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
frivillig,frivilligt,0_2,V;ACT;NFIN;COMPOUND,0_10,ADJ;INDF;NEUT;SG,adj;sint;pst;ut;sg;ind,adj;sint;pst;nt;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ingång,ingångarna,1_1,N;INDF;NOM;SG,1_4,N;DEF;NOM;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;def - n;ut;pl;def;compound-R,ERR_SRC_SLOT_ERROR
klar,klar,2_2,N;INDF;NOM;SG;COMPOUND,2_2,N;INDF;NOM;SG;COMPOUND,adj;sint;pst;ut;sg;ind,adj;sint;pst;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
anstiftades,anstiftade,2_10,V;PASS;IND;PST,2_11,ADJ;DEF;PL,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,MAPPED_POS_PAIR_ERROR
finge,finger,0_5,V.PTCP;PST,0_8,V.CVB,verb;pis;actv,n;un;sg;ind - n;un;sg;ind;compound-R - n;un;sg;ind;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
beskär,beskära,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,verb;imp - verb;pres;actv - verb;inf;actv;cmp;compound-only-L,verb;inf;actv,C
pelikan,pelikaner,1_1,N;INDF;NOM;SG,1_0,N;INDF;PL,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,n;ut;pl;ind - n;ut;pl;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hedmarker,hedmark,1_0,N;INDF;PL,1_1,N;INDF;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hälsade,hälsning,2_11,ADJ;DEF;PL,2_0,PRN;SG,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_TGT_SLOT_ERROR
strövskaran,strövskara,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lös,löste,0_2,V;ACT;NFIN;COMPOUND,0_1,V;ACT;IND;PST,verb;imp - adj;pst;ut;sg;ind - adj;pst;ut;sg;ind;gen - adj;sint;pst;ut;sg;ind - verb;inf;actv;cmp;compound-only-L - adj;sint;pst;ut;sg;ind;gen,verb;past;actv - adj;pp;m;sg;def,ERR_TGT_SLOT_ERROR
utfärdades,utfärdat,2_10,V;PASS;IND;PST,2_5,V.CVB;ACT,verb;past;pasv - adj;pp;pl;ind;gen - adj;pp;pl;def;gen - adj;pp;m;sg;def;gen - adj;pp;fn;sg;def;gen,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
bedrövat,bedrövas,2_5,V.CVB;ACT,2_7,V;PASS;NFIN,verb;supn;actv - adj;pp;nt;sg;ind - adj;pst;nt;sg;ind,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
flyger,flygande,0_8,V.CVB,0_9,V.PTCP;PRS,verb;pres;actv,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
frälsare,fräls,2_1,N;INDF;NOM;PL,2_2,N;INDF;NOM;SG;COMPOUND,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;pl;ind - n;ut;pl;ind;compound-R,verb;imp - verb;inf;actv;cmp;compound-only-L,POS_PAIR_ERROR;TGT_SLOT_ERROR
förhärligar,förhärligas,2_9,V;ACT;IND;PRS,2_7,V;PASS;NFIN,verb;pres;actv,verb;inf;pasv - verb;pres;pasv,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
jagande,jagad,2_8,ADJ;PRS,2_3,PRN,adj;pprs - n;nt;sg;ind - n;nt;sg;ind;compound-R - n;nt;sg;ind;cmp;compound-only-L,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
yxa,yxa,0_0,V;ACT;NFIN,0_0,V;ACT;NFIN,n;ut;sg;ind - n;ut;sg;ind;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
bogen,bog,1_7,DET;SG,1_1,N;INDF;NOM;SG,n;ut;sg;def - n;ut;sg;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
stenarna,sten,2_13,PROPN;MASC,2_2,N;INDF;NOM;SG;COMPOUND,n;ut;pl;def - n;ut;pl;def;compound-R,n;ut;sg;ind - n;ut;sg;ind;compound-R - n;ut;sg;ind;cmp;compound-only-L - verb;inf;actv;cmp;compound-only-L,ERR_TGT_SLOT_ERROR
ställa,ställda,0_0,V;ACT;NFIN,0_0,V;ACT;NFIN,verb;inf;actv,adj;pp;pl;ind - adj;pp;pl;def - adj;pp;fn;sg;def - adj;sint;pst;un;pl;ind - adj;sint;pst;un;pl;def - adj;sint;pst;fn;sg;def,POS_PAIR_ERROR;TGT_SLOT_ERROR
präster,prästens,1_0,N;INDF;PL,1_6,N;DEF;GEN;SG,n;ut;pl;ind - n;ut;pl;ind;compound-R,n;ut;sg;def;gen - n;ut;sg;def;gen;compound-R,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
begånget,begången,1_8,N;DEF;NOM;SG,1_7,DET;SG,adj;pp;nt;sg;ind,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
var,vars,0_2,V;ACT;NFIN;COMPOUND,0_4,N;INDF;GEN;SG,verb;past;actv - adv; - verb;inf;actv;cmp;compound-only-L - n;nt;sg;ind - n;nt;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - prn;def;ut;sg;nom - n;nt;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp;compound-only-L,verb;past;pasv - n;nt;sg;ind;gen - prn;def;ut;sg;gen - adj;pst;un;pl;ind;gen - adj;pst;un;pl;def;gen - adj;pst;nt;sg;ind;gen - adj;pst;m;sg;def;gen - adj;pst;fn;sg;def;gen - adj;pst;ut;sg;ind;gen - n;nt;sg;ind;gen;compound-R - n;nt;sg;ind;cmp;compound-only-L - prn;rel;un;pl;gen - prn;rel;nt;sg;gen - prn;rel;ut;sg;gen,MAPPED_POS_PAIR_ERROR
lasta,lastad,2_12,V;IMP,2_3,PRN,verb;imp - verb;inf;actv,adj;pp;ut;sg;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
förverkade,förverkat,0_1,V;ACT;IND;PST,0_10,ADJ;INDF;NEUT;SG,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;supn;actv - adj;pp;nt;sg;ind,ERR_TGT_SLOT_ERROR
släkt,släkte,1_1,N;INDF;NOM;SG,1_1,N;INDF;NOM;SG,n;ut;sg;ind - n;ut;sg;ind;compound-R - adj;pst;un;pl;ind - adj;pst;un;pl;def - adj;pst;nt;sg;ind - adj;pst;m;sg;def - adj;pst;fn;sg;def - adj;pst;ut;sg;ind - n;ut;sg;ind;cmp;compound-only-L,n;nt;sg;ind - n;nt;sg;ind;compound-R,PARADIGM_ERROR
begabbade,begabba,2_11,ADJ;DEF;PL,2_12,V;IMP,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,verb;imp - verb;inf;actv,ERR_TGT_SLOT_ERROR
banen,banat,2_14,N;DEF;SG,2_5,V.CVB;ACT,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
andre,andra,2_15,ADJ;DEF;MASC;SG,2_12,V;IMP,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
utröna,utrönt,0_0,V;ACT;NFIN,0_10,ADJ;INDF;NEUT;SG,verb;inf;actv,verb;supn;actv - adj;pp;nt;sg;ind - adj;pp;ut;sg;ind,MAPPED_POS_PAIR_ERROR
Kan,Kana,0_2,V;ACT;NFIN;COMPOUND,0_0,V;ACT;NFIN,n;ut;sg;ind - n;ut;sg;ind;compound-R - verb;pres;actv - n;ut;sg;ind;cmp;compound-only-L - n;ut;sg;ind;cmp - n;ut;sg;ind;cmp;compound-only-L,verb;imp - verb;inf;actv - n;ut;sg;ind - n;ut;sg;ind;compound-R - verb;inf;actv;cmp;compound-only-L,SRC_SLOT_ERROR
lindat,lindade,2_5,V.CVB;ACT,2_11,ADJ;DEF;PL,verb;supn;actv - adj;pp;nt;sg;ind,verb;past;actv - adj;pp;pl;ind - adj;pp;pl;def - adj;pp;m;sg;def - adj;pp;fn;sg;def,ERR_SRC_SLOT_ERROR
