src word,tgt word,src slot,src msd,tgt slot,tgt msd,src apertium tags,tgt apertium tags,annotation
safnaðar,safnaða,1_9,ADJ;NOM;PL,1_14,N;INDF;GEN;PL,verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;f;pl;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,SRC_SLOT_ERROR;TGT_SLOT_ERROR
einir,einar,1_4,V;IND;PST;2;SG,1_9,ADJ;NOM;PL,adj;pst;m;pl;nom;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
breyta,breytir,0_20,V;NFIN,0_8,V;SBJV;PRS;2;SG,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,ERR_TGT_SLOT_ERROR
hyggi,hyggist,0_15,V;SBJV;PRS;3;PL,0_7,V;SBJV;PRS;1;SG,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,ERR_SRC_SLOT_ERROR
lík,líki,0_14,V;IMP;2;SG,0_15,V;SBJV;PRS;3;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind - verb;actv;imp;p2;sg - adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,n;nt;sg;dat;ind - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl - adj;pst;m;sg;nom;vei,C
orðin,orða,1_6,V.PTCP;PST;ACC;PL,1_14,N;INDF;GEN;PL,n;nt;pl;nom;def - n;nt;pl;acc;def - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,n;nt;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
elskaði,elskuð,1_11,V;SBJV;PST;3;SG,1_18,V;IND;PST;2;PL,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - verb;actv;pp;m;sg;nom;vei,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_TGT_SLOT_ERROR
lýða,lýð,1_14,N;INDF;GEN;PL,1_0,N;INDF;ACC;SG,n;m;pl;gen;ind,n;m;sg;acc;ind - n;m;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
þegið,þegin,0_19,V;IND;PRS;2;PL,0_3,ADJ;ACC;PL,verb;actv;supn - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
haldna,haldin,0_21,V.PTCP;PST;GEN;SG,0_3,ADJ;ACC;PL,verb;actv;pp;m;sg;acc;vei - verb;actv;pp;m;sg;dat;vei - verb;actv;pp;m;sg;gen;vei - verb;actv;pp;m;pl;acc;sta - verb;actv;pp;f;sg;nom;vei - verb;actv;pp;f;sg;acc;sta - verb;actv;pp;nt;sg;nom;vei - verb;actv;pp;nt;sg;acc;vei - verb;actv;pp;nt;sg;dat;vei - verb;actv;pp;nt;sg;gen;vei,verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
byggir,byggði,0_8,V;SBJV;PRS;2;SG,0_5,V;SBJV;PST;1;SG,verb;actv;pss;p2;sg - verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pss;p1;sg - verb;actv;pss;p3;sg - adj;pst;m;sg;nom;vei - verb;actv;pp;m;sg;nom;vei,C
fæ,fæði,0_14,V;IMP;2;SG,0_5,V;SBJV;PST;1;SG,verb;actv;pri;p1;sg,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
spámanns,spámanna,1_13,PRN;INDF;GEN;SG,1_14,N;INDF;GEN;PL,n;m;sg;gen;ind,n;m;pl;gen;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
stöðug,stöðug,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
flutt,flutti,1_0,N;INDF;ACC;SG,1_7,N;INDF;DAT;SG,verb;actv;supn - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,verb;actv;past;p1;sg - verb;actv;past;p3;sg - verb;actv;pp;m;sg;nom;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hórdómur,hórdómi,1_12,V.PTCP;PST;NOM;SG,1_7,N;INDF;DAT;SG,n;m;sg;nom;def,n;m;sg;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
stein,stein,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,n;m;sg;acc;ind,n;m;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
raustar,raustu,1_9,ADJ;NOM;PL,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
beita,beitt,0_20,V;NFIN,0_17,V.PTCP;PST;ACC;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
meistara,meistarar,1_14,N;INDF;GEN;PL,1_9,ADJ;NOM;PL,n;m;sg;acc;ind - n;m;sg;dat;ind - n;m;sg;gen;ind - n;m;pl;acc;ind - n;m;pl;gen;ind,n;m;pl;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
rekið,rekin,0_19,V;IND;PRS;2;PL,0_3,ADJ;ACC;PL,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
borgir,borg,1_4,V;IND;PST;2;SG,1_0,N;INDF;ACC;SG,n;f;pl;nom;ind - n;f;pl;acc;ind - verb;actv;prs;p2;sg,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,ERR_TGT_SLOT_ERROR
postula,postuli,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
brauðin,brauð,1_6,V.PTCP;PST;ACC;PL,1_0,N;INDF;ACC;SG,n;nt;pl;nom;def - n;nt;pl;acc;def,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,ERR_SRC_SLOT_ERROR
þjófur,þjófar,1_12,V.PTCP;PST;NOM;SG,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ávöxturinn,ávöxtur,1_16,N;DEF;NOM;SG,1_12,V.PTCP;PST;NOM;SG,n;m;sg;nom;def,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
brjóta,brjótum,1_14,N;INDF;GEN;PL,1_2,N;INDF;DAT;PL,verb;actv;inf - verb;actv;pri;p3;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Guðs,Guði,1_13,PRN;INDF;GEN;SG,1_7,N;INDF;DAT;SG,np;al;m;sg;gen - n;m;sg;gen;ind - n;nt;sg;gen;ind,np;al;m;sg;dat - n;m;sg;dat;ind - n;m;pl;acc;ind - n;nt;sg;dat;ind,SRC_SLOT_ERROR
þyrstir,þyrsti,1_4,V;IND;PST;2;SG,1_7,N;INDF;DAT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
samkunda,samkunda,1_14,N;INDF;GEN;PL,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
réttlætast,réttlætir,0_11,V;IND;PRS;3;PL,0_8,V;SBJV;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
plágur,plágum,1_12,V.PTCP;PST;NOM;SG,1_2,N;INDF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
hróp,hrópa,1_0,N;INDF;ACC;SG,1_14,N;INDF;GEN;PL,n;nt;sg;nom;ind - n;nt;sg;acc;ind - n;nt;pl;nom;ind - n;nt;pl;acc;ind,n;nt;pl;gen;ind,ERR_TGT_SLOT_ERROR
sjó,sjón,0_14,V;IMP;2;SG,0_9,PRN;INDF;ACC;SG,n;m;sg;acc;ind - n;m;sg;dat;ind,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sáu,sái,0_10,V;SBJV;PST;3;PL,0_15,V;SBJV;PRS;3;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
högg,höggna,0_14,V;IMP;2;SG,0_21,V.PTCP;PST;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
drökmur,drökmu,1_12,V.PTCP;PST;NOM;SG,1_17,N;INDF;GEN;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
réttlátur,réttlátir,1_12,V.PTCP;PST;NOM;SG,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vondur,vondar,1_12,V.PTCP;PST;NOM;SG,1_9,ADJ;NOM;PL,adj;pst;m;sg;nom;sta,adj;pst;f;pl;nom;sta - adj;pst;f;pl;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
slíkum,slíkan,1_2,N;INDF;DAT;PL,1_3,ADJ;ACC;SG,det;ind;m;sg;dat - det;ind;m;pl;dat - det;ind;f;pl;dat - det;ind;nt;pl;dat,det;ind;m;sg;acc,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
eilífi,eilífan,1_7,N;INDF;DAT;SG,1_3,ADJ;ACC;SG,adj;pst;m;sg;nom;vei,adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
blóðinu,blóði,1_10,V;SBJV;PST;2;PL,1_7,N;INDF;DAT;SG,n;nt;sg;dat;def,n;nt;sg;dat;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
slátra,slátrar,1_14,N;INDF;GEN;PL,1_9,ADJ;NOM;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
sama,sami,1_14,N;INDF;GEN;PL,1_7,N;INDF;DAT;SG,adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,adj;pst;m;sg;nom;vei,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
striti,strita,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
smíðum,smíði,1_2,N;INDF;DAT;PL,1_7,N;INDF;DAT;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
Réttu,Rétt,0_4,V;IND;PST;3;PL,0_17,V.PTCP;PST;ACC;SG,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind - adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adv; - n;m;sg;acc;ind - adj;pst;f;sg;nom;sta - adj;pst;nt;sg;nom;sta - adj;pst;nt;sg;acc;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,SRC_SLOT_ERROR;TGT_SLOT_ERROR
reynast,reynst,0_11,V;IND;PRS;3;PL,0_12,V;IND;PRS;1;SG,verb;midv;inf - verb;midv;pri;p3;pl,verb;midv;supn,ERR_TGT_SLOT_ERROR
dómurinn,dóm,1_16,N;DEF;NOM;SG,1_0,N;INDF;ACC;SG,n;m;sg;nom;ind,n;m;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hlýðið,hlýða,1_15,V;IMP;2;PL,1_14,N;INDF;GEN;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;inf - verb;midv;inf - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR
skurðgoðunum,skurðgoðum,1_1,N;DEF;DAT;PL,1_2,N;INDF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gjörið,gjörum,0_19,V;IND;PRS;2;PL,0_1,V;SBJV;PRS;1;PL,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
presturinn,prestur,1_16,N;DEF;NOM;SG,1_12,V.PTCP;PST;NOM;SG,n;m;sg;nom;def,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
víngarð,víngarð,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,n;m;sg;acc;ind,n;m;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sæl,sælan,1_0,N;INDF;ACC;SG,1_3,ADJ;ACC;SG,adj;pst;f;sg;nom;sta - adj;pst;nt;pl;nom;sta - adj;pst;nt;pl;acc;sta,adj;pst;m;sg;acc;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hvíldu,hvíld,1_17,N;INDF;GEN;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ríkdóminn,ríkdóm,1_5,N;DEF;ACC;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
fullu,fullur,1_17,N;INDF;GEN;SG,1_12,V.PTCP;PST;NOM;SG,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,adj;pst;m;sg;nom;sta,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
fótunum,fótur,1_1,N;DEF;DAT;PL,1_12,V.PTCP;PST;NOM;SG,n;m;pl;dat;def,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
uppvekja,uppvekur,0_6,PRN;INDF;ACC;PL,0_16,V;IND;PRS;2;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kennd,kenndir,1_0,N;INDF;ACC;SG,1_4,V;IND;PST;2;SG,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,n;f;pl;nom;ind - n;f;pl;acc;ind - verb;actv;past;p2;sg - verb;actv;pss;p2;sg - verb;actv;pp;m;pl;nom;sta,MAPPED_POS_PAIR_ERROR
fæ,fæðu,0_14,V;IMP;2;SG,0_13,V.PTCP;PST;DAT;PL,verb;actv;pri;p1;sg,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR
fjandskapur,fjandskapinn,1_12,V.PTCP;PST;NOM;SG,1_5,N;DEF;ACC;SG,n;m;sg;nom;ind,n;m;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vísið,víst,1_15,V;IMP;2;PL,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
vegið,vegar,1_15,V;IMP;2;PL,1_9,ADJ;NOM;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
líka,líkist,0_20,V;NFIN,0_7,V;SBJV;PRS;1;SG,adv; - verb;actv;inf - n;nt;pl;gen;ind - n;f;pl;gen;ind - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,verb;midv;pri;p1;sg - verb;midv;pri;p2;sg - verb;midv;pri;p2;pl - verb;midv;pri;p3;sg - verb;midv;prs;p1;sg - verb;midv;prs;p2;sg - verb;midv;prs;p2;pl - verb;midv;prs;p3;sg - verb;midv;prs;p3;pl,PARADIGM_ERROR
veitir,veittu,0_8,V;SBJV;PRS;2;SG,0_4,V;IND;PST;3;PL,verb;actv;pri;p2;sg - verb;actv;pri;p3;sg - verb;actv;prs;p2;sg,verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg - verb;actv;pp;m;pl;nom;vei - verb;actv;pp;m;pl;acc;vei - verb;actv;pp;m;pl;dat;vei - verb;actv;pp;m;pl;gen;vei - verb;actv;pp;f;sg;acc;vei - verb;actv;pp;f;sg;dat;vei - verb;actv;pp;f;sg;gen;vei - verb;actv;pp;f;pl;nom;vei - verb;actv;pp;f;pl;acc;vei - verb;actv;pp;f;pl;dat;vei - verb;actv;pp;f;pl;gen;vei - verb;actv;pp;nt;sg;gen;sta - verb;actv;pp;nt;pl;nom;vei - verb;actv;pp;nt;pl;acc;vei - verb;actv;pp;nt;pl;dat;vei - verb;actv;pp;nt;pl;gen;vei,ERR_SRC_SLOT_ERROR
sýni,sýnst,0_15,V;SBJV;PRS;3;PL,0_12,V;IND;PRS;1;SG,verb;actv;pri;p1;sg - verb;actv;prs;p1;sg - verb;actv;prs;p3;sg - verb;actv;prs;p3;pl,verb;midv;supn,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
guðlasti,guðlasta,1_7,N;INDF;DAT;SG,1_14,N;INDF;GEN;PL,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
velþóknanleg,velþóknanleg,1_0,N;INDF;ACC;SG,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
gættu,gætt,0_4,V;IND;PST;3;PL,0_17,V.PTCP;PST;ACC;SG,verb;actv;imp;p2;sg - verb;actv;past;p3;pl - verb;actv;pss;p3;pl - verb;actv;imp;p2;sg,verb;actv;supn,TGT_SLOT_ERROR
láta,látum,0_20,V;NFIN,0_1,V;SBJV;PRS;1;PL,verb;actv;inf - verb;actv;pri;p3;pl - n;nt;pl;gen;ind,verb;actv;pri;p1;pl - verb;actv;prs;p1;pl - n;nt;pl;dat;ind,C
breytum,breytið,0_1,V;SBJV;PRS;1;PL,0_19,V;IND;PRS;2;PL,n;f;pl;dat;ind - verb;actv;pri;p1;pl - verb;actv;prs;p1;pl,verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl,ERR_TGT_SLOT_ERROR
dauðu,dauða,1_17,N;INDF;GEN;SG,1_14,N;INDF;GEN;PL,adj;pst;m;pl;nom;vei - adj;pst;m;pl;acc;vei - adj;pst;m;pl;dat;vei - adj;pst;m;pl;gen;vei - adj;pst;f;sg;acc;vei - adj;pst;f;sg;dat;vei - adj;pst;f;sg;gen;vei - adj;pst;f;pl;nom;vei - adj;pst;f;pl;acc;vei - adj;pst;f;pl;dat;vei - adj;pst;f;pl;gen;vei - adj;pst;nt;sg;dat;sta - adj;pst;nt;pl;nom;vei - adj;pst;nt;pl;acc;vei - adj;pst;nt;pl;dat;vei - adj;pst;nt;pl;gen;vei,n;m;sg;acc;ind - n;m;sg;acc;def - n;m;sg;dat;ind - n;m;sg;dat;def - n;m;sg;gen;ind - n;m;sg;gen;def - adj;pst;m;sg;acc;vei - adj;pst;m;sg;dat;vei - adj;pst;m;sg;gen;vei - adj;pst;m;pl;acc;sta - adj;pst;f;sg;nom;vei - adj;pst;f;sg;acc;sta - adj;pst;nt;sg;nom;vei - adj;pst;nt;sg;acc;vei - adj;pst;nt;sg;dat;vei - adj;pst;nt;sg;gen;vei,ERR_SRC_SLOT_ERROR
andstæðingurinn,andstæðingi,1_16,N;DEF;NOM;SG,1_7,N;INDF;DAT;SG,n;m;sg;nom;ind,n;m;sg;dat;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
mættuð,mættum,1_18,V;IND;PST;2;PL,1_2,N;INDF;DAT;PL,verb;pss;p2;pl,verb;pss;p1;pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
áminnum,áminnið,0_1,V;SBJV;PRS;1;PL,0_19,V;IND;PRS;2;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
reynd,reyndar,1_0,N;INDF;ACC;SG,1_9,ADJ;NOM;PL,n;f;sg;nom;ind - n;f;sg;acc;ind - n;f;sg;dat;ind - verb;actv;pp;f;sg;nom;sta - verb;actv;pp;nt;pl;nom;sta - verb;actv;pp;nt;pl;acc;sta,adv; - n;f;sg;gen;ind - verb;actv;pp;f;pl;nom;sta - verb;actv;pp;f;pl;acc;sta,TGT_SLOT_ERROR
veg,vegur,1_0,N;INDF;ACC;SG,1_12,V.PTCP;PST;NOM;SG,n;m;sg;acc;ind,n;m;sg;nom;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
áttuð,áttað,1_18,V;IND;PST;2;PL,1_8,V.CVB,,,UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
getið,geta,1_15,V;IMP;2;PL,1_14,N;INDF;GEN;PL,verb;actv;supn - verb;actv;pri;p2;pl - verb;actv;prs;p2;pl - verb;actv;imp;p2;pl - verb;actv;pp;nt;sg;nom;sta - verb;actv;pp;nt;sg;acc;sta,verb;actv;inf - n;f;sg;nom;ind - n;f;pl;gen;ind - verb;actv;pri;p3;pl,ERR_SRC_SLOT_ERROR
brúðkaupsgestir,brúðkaupsgestum,1_4,V;IND;PST;2;SG,1_2,N;INDF;DAT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
engin,engu,1_6,V.PTCP;PST;ACC;PL,1_17,N;INDF;GEN;SG,prn;ind;f;sg;nom - prn;ind;nt;pl;nom - prn;ind;nt;pl;acc - det;ind;f;sg;nom - det;ind;nt;pl;nom - det;ind;nt;pl;acc,prn;ind;nt;sg;dat - det;ind;nt;sg;dat,ERR_SRC_SLOT_ERROR
básúnur,básúnu,1_12,V.PTCP;PST;NOM;SG,1_17,N;INDF;GEN;SG,n;f;pl;nom;ind - n;f;pl;acc;ind,n;f;sg;acc;ind - n;f;sg;dat;ind - n;f;sg;gen;ind,ERR_SRC_SLOT_ERROR
móð,móðir,1_0,N;INDF;ACC;SG,1_4,V;IND;PST;2;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
lagi,lag,0_15,V;SBJV;PRS;3;PL,0_14,V;IMP;2;SG,n;nt;sg;dat;ind,n;nt;sg;nom;ind - n;nt;sg;acc;ind,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
Týrusar,Týrus,1_9,ADJ;NOM;PL,1_0,N;INDF;ACC;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
sauðir,sauðinn,1_4,V;IND;PST;2;SG,1_5,N;DEF;ACC;SG,n;m;pl;nom;ind,n;m;sg;acc;def,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
